PO_ID,SUPPLIER_KEY,PRODUCT_KEY,WAREHOUSE_KEY,ORDER_QTY,RECEIVED_QTY,UNIT_COST,PO_AMOUNT,ORDER_DATE,PROMISED_DATE,RECEIVED_DATE
PO002025,SUP021,PRD0049,WH04,1018,1018,239.50,243811.0,15-Jun-2025,2025-07-05,2025-07-05
PO002026,SUP017,PRD0019,WH02,564,564,382.47,215713.08,,2024/07/05,2024-07-02
PO002027,SUP006,PRD0070,WH04,1115,1115,340.52,379679.8,2024-10-13,15-Nov-2024,2024/11/12
PO002028,SUP010,PRD0058,WH04,996,996,$293.23,292057.08,2024-04-14,2024-05-04,05/02/2024
PO002029,SUP019,PRD0074,WH02,1020,1020,81.25,82875.0,05/28/2025,07/02/2025,2025-06-30
PO002030,SUP002,PRD0031,WH01,503,373,$73.98,"$37,211.94",06/16/2024,,2024-07-03
PO002031,SUP020,PRD0059,WH02,"1,446",1446,$194.35,281030.1,2025-06-27,2025-08-06,2025-08-13
PO002032,SUP012,PRD0041,WH06,1154,1154,169.67,195799.18,26-Jul-2025,08/05/2025,
PO002033,SUP012,PRD0041,WH03,1070,1070,169.67,181546.9,2025-04-13,2025-04-23,2025-04-23
PO002034,SUP002,PRD0028,WH03,117,93,239.8,28056.6,08/12/2024,2024-08-31,2024-08-28
PO002035,SUP016,PRD0051,WH01,541,541,72.66,39309.06,2025-10-09,2025-10-28,2025-10-27
PO002036,SUP023,PRD0008,WH04,678,678,300.7,203874.6,2025/04/11,04/22/2025,2025-04-22
PO002037,SUP024,PRD0079,WH05,953,953,124.03,118200.59,2025-03-15,2025-03-27,26-Mar-2025
PO002038,SUP020,PRD0055,WH02,1424,1424,270.14,"$384,679.36",2025-08-05,14-Sep-2025,14-Sep-2025
PO002039,SUP017,PRD0066,WH06,868,868,261.8,227242.4,2025-08-22,2025-08-31,2025-08-29
PO002040,SUP003,PRD0002,WH01,398,348,270.53,107670.94,22-Feb-2024,2024-03-28,2024-04-07
PO002041,SUP018,PRD0016,WH06,873,791,234.54,204753.42,2025-08-22,2025-10-02,10/26/2025
PO002042,SUP003,PRD0048,WH04,331,331,374.7,"124,025.70",2025-06-04,2025-07-09,2025-07-18
PO002043,SUP025,PRD0075,WH02,380,380,246.56,93692.8,2024/05/20,30-May-2024,05/28/2024
PO002044,SUP021,PRD0036,WH04,1345,1264,25.52,"34,324.40",2024-07-28,2024-08-17,2024-08-15
PO002045,SUP018,PRD0016,WH04,1418,"1,418",234.54,332577.72,26-May-2025,2025-07-06,07/03/2025
PO002046,SUP021,PRD0049,WH01,881,881,239.5,210999.5,05/27/2024,2024-06-16,2024-06-16
PO002047,SUP014,PRD0039,WH01,303,303,208.12,63060.36,2024-11-03,2024-11-27,2024-11-25
PO002048,SUP001,PRD0062,WH02,-100,1152,184.46,"212,497.92",2025/04/13,2025-04-25,23-Apr-2025
PO002049,SUP005,PRD0007,WH02,1178,1034,22.74,"26,787.72",2025-03-18,2025-03-30,2025-03-27
PO002050,SUP024,PRD0011,WH04,419,419,100.18,41975.42,2025-09-10,2025-09-22,2025/09/20
PO002051,SUP020,PRD0064,WH04,704,704,48.68,34270.72,16-Mar-2024,2024-04-25,2024-04-25
PO002052,SUP006,PRD0024,WH02,601,601,214.65,129004.65,2024-07-19,2024-08-21,2024-08-19
PO002053,SUP019,PRD0073,WH06,109,109,253.85,27669.65,2025-10-31,2025-12-05,2025-12-13
PO002054,SUP006,PRD0024,WH01,135,135,214.65,28977.75,2025-01-21,2025/02/23,23-Feb-2025
PO002055,SUP019,PRD0074,WH06,1185,1185,81.25,96281.25,2024-06-18,2024-07-23,2024-08-02
PO002056,SUP019,PRD0074,WH05,1339,1203,81.25,"$108,793.75",2024-07-16,2024-08-20,11-Sep-2024
PO002057,SUP024,PRD0011,WH05,358,358,100.18,35864.44,2024-08-18,08/30/2024,2024-08-28
PO002058,SUP021,PRD0036,WH03,295,295,25.52,"$7,528.40",2025/01/11,2025-01-31,2025-01-30
PO002059,SUP021,PRD0005,WH02,599,599,324.26,194231.74,2024-07-12,2024/08/01,2024-08-16
PO002060,SUP002,PRD0072,WH03,"1,027",1027,84.7,"86,986.90",2025-02-26,2025-03-17,2025-03-14
PO002061,SUP013,PRD0053,WH01,102,102,241.84,24667.68,10/29/2024,2024/11/10,09-Nov-2024
PO002062,SUP008,PRD0030,WH06,348,348,65.68,"$22,856.64",2025-02-19,02-Mar-2025,2025/03/02
PO002063,SUP018,PRD0016,WH05,426,426,234.54,99914.04,04/15/2024,2024-05-26,2024-06-02
PO002064,SUP016,PRD0051,WH02,1005,1005,72.66,73023.3,2025-02-28,2025-03-19,2025-03-17
PO002065,SUP021,PRD0049,WH02,768,702,239.5,183936.0,2025-09-20,2025-10-10,03-Nov-2025
PO002066,SUP004,PRD0015,WH06,203,203,$272.68,55354.04,2024-04-01,16-Apr-2024,
PO002067,SUP012,PRD0052,WH06,617,617,211.44,130458.48,2024-08-10,20-Aug-2024,2024-08-18
PO002068,SUP019,PRD0073,WH02,726,726,253.85,"$184,295.10",2025/04/16,21-May-2025,2025-05-18
PO002069,SUP010,PRD0010,WH05,758,758,42.31,32070.98,2025-02-23,2025-03-15,12-Mar-2025
PO002070,SUP017,PRD0026,WH04,336,336,347.66,116813.76,2025-04-03,12-Apr-2025,10-Apr-2025
PO002071,SUP016,PRD0025,WH02,445,445,167.97,"$74,746.65",2025-01-15,02/03/2025,2025-02-03
PO002072,SUP019,PRD0074,WH02,625,625,81.25,"50,781.25",2025-04-09,2025-05-14,06/06/2025
PO002073,SUP024,PRD0022,WH04,1195,1006,322.72,385650.4,2025-02-18,2025-03-02,2025-03-02
PO002074,SUP006,PRD0034,WH03,1461,1461,103.51,151228.11,2024-02-20,24-Mar-2024,2024-03-21
PO002075,SUP024,PRD0018,WH02,1443,1443,162.04,"$233,823.72",2025-05-25,2025-06-06,2025-06-20
PO002076,SUP019,PRD0073,WH03,1251,1251,,,2024-10-30,2024-12-04,12/20/2024
PO002077,SUP003,PRD0054,WH02,523,523,39.65,20736.95,2024-02-04,2024-03-10,2024-03-08
PO002078,SUP004,PRD0012,WH05,627,,75.81,47532.87,2024-10-05,2024-10-20,2024-10-18
PO002079,SUP010,PRD0010,WH03,1424,1424,42.31,60249.44,2024-10-22,2024-11-11,2024-11-08
PO002080,SUP018,PRD0016,WH06,649,,234.54,152216.46,2024/02/28,2024-04-09,2024-04-06
PO002081,SUP004,PRD0021,WH04,875,875,170.55,149231.25,2025/11/08,2025-11-23,2025-11-23
PO002082,SUP008,PRD0006,WH05,748,748,208.45,155920.6,31-May-2024,2024-06-11,2024-06-08
PO002083,SUP004,PRD0012,WH03,435,435,75.81,32977.35,2024-08-12,2024-08-27,2024-08-26
PO002084,SUP018,PRD0016,WH01,1119,1119,234.54,262450.26,26-Oct-2024,2024-12-06,03-Dec-2024
PO002085,SUP001,PRD0069,WH02,1106,1106,25.4,28092.4,2025-07-20,2025/08/01,2025/08/01
PO002086,SUP002,PRD0076,WH01,909,909,354.24,322004.16,2025-05-20,08-Jun-2025,2025-06-06
PO002087,SUP002,PRD0028,WH04,,,239.8,341954.8,2025-06-08,2025-06-27,24-Jun-2025
PO002088,SUP009,PRD0044,WH01,264,264,216.5,57156.0,10-Jun-2024,2024-06-21,2024-06-21
PO002089,SUP021,PRD0049,WH06,265,265,239.5,"63,467.50",2025-07-28,2025-08-17,2025-08-17
PO002090,SUP003,PRD0002,WH06,1177,951,,318413.81,07/18/2025,2025-08-22,2025-08-19
PO002091,SUP004,PRD0021,WH04,430,430,170.55,73336.5,,2024-11-26,2024-11-24
PO002092,SUP022,PRD0037,WH01,-100,"1,252",361.55,452660.6,2025-01-06,2025-01-15,2025-01-15
PO002093,SUP013,PRD0053,WH04,234,234,241.84,56590.56,2024/01/26,2024-02-07,2024-02-04
PO002094,SUP004,PRD0012,WH01,444,444,75.81,"$33,659.64",01-Jun-2025,2025-06-16,14-Jun-2025
PO002095,SUP002,PRD0035,WH03,1138,1138,152.58,173636.04,2025/10/15,2025-11-03,11/01/2025
PO002096,SUP003,PRD0054,WH02,543,543,39.65,"21,529.95",2024-11-17,2024-12-22,2025-01-01
PO002097,SUP006,PRD0004,WH03,934,790,19.78,18474.52,02-Jan-2025,2025-02-04,2025-02-03
PO002098,SUP009,PRD0044,WH02,196,196,216.5,,12/05/2024,,2024-12-16
PO002099,SUP012,PRD0041,WH01,915,915,169.67,155248.05,2024-02-26,03/07/2024,03/07/2024
PO002100,SUP022,PRD0037,WH01,1368,1368,$361.55,494600.4,2025-02-25,2025-03-06,03/06/2025
PO002101,SUP021,PRD0001,WH03,1358,1358,358.98,"$487,494.84",2025-05-05,05/25/2025,2025-05-22
PO002102,SUP024,PRD0071,WH06,1467,"1,467",309.98,454740.66,2025-09-23,05-Oct-2025,2025-10-05
PO002103,SUP005,PRD0013,WH02,1215,947,,155009.7,2025/09/24,2025-10-06,2025-10-05
PO002104,SUP013,PRD0009,WH02,274,274,129.79,"35,562.46",30-Nov-2024,2024-12-12,12/12/2024
PO002105,SUP021,PRD0005,WH01,1394,1394,324.26,452018.44,2025-10-14,03-Nov-2025,2025-11-24
PO002106,SUP022,PRD0033,WH04,1286,1286,341.2,438783.2,25-Dec-2024,03-Jan-2025,2025-01-19
PO002107,SUP013,PRD0009,WH01,1201,1201,129.79,155877.79,2025-03-12,2025-03-24,03/22/2025
PO002108,SUP006,PRD0024,WH05,662,662,214.65,"$142,098.30",2025-02-13,2025-03-18,2025-03-29
PO002109,SUP024,PRD0022,WH03,530,530,322.72,171041.6,2025-11-10,2025-11-22,2025-11-19
PO002110,SUP008,PRD0030,WH06,834,834,65.68,54777.12,2025-05-16,2025-05-27,2025-05-25
PO002111,SUP001,PRD0067,WH03,1293,999999,$100.13,,2024-03-22,04/03/2024,2024-04-27
PO002112,SUP013,PRD0014,WH03,1006,1006,61.84,62211.04,2024-02-18,2024-03-01,2024-03-01
PO002113,SUP004,PRD0057,WH04,734,734,,46513.58,2024-10-05,10/20/2024,2024/11/02
PO002114,SUP025,PRD0075,WH04,111,111,246.56,"27,368.16",2024/12/16,2024-12-26,2024-12-26
PO002115,SUP008,PRD0043,WH04,1204,1204,379.8,"$457,279.20",30-Mar-2025,2025-04-10,2025-04-09
PO002116,SUP017,PRD0080,WH02,547,547,,"$205,961.91",2024-11-23,2024-12-02,2024-11-30
PO002117,SUP020,PRD0078,WH04,663,663,$256.38,169979.94,2024-12-15,2025-01-24,24-Jan-2025
PO002118,SUP013,PRD0009,WH02,66,53,129.79,8566.14,2025-09-18,2025/09/30,2025-09-29
PO002119,SUP021,PRD9999,WH02,755,755,239.5,180822.5,08/15/2024,2024-09-04,2024-09-12
PO002120,SUP006,PRD0024,WH05,238,238,214.65,51086.7,2024-12-01,2025-01-03,2025-01-10
PO002121,SUP022,PRD0033,WH06,1076,1076,341.2,367131.2,14-Jan-2025,2025/01/23,2025-01-23
PO002122,SUP021,PRD0049,WH04,1489,1489,239.5,356615.5,2024/11/14,04-Dec-2024,2024-12-02
PO002123,SUP006,PRD0024,WH04,493,405,214.65,105822.45,2025-10-20,2025-11-22,2025-12-08
PO002124,SUP024,PRD0079,WH01,1417,1417,124.03,175750.51,2025-10-16,10/28/2025,26-Oct-2025
PO002125,SUP022,PRD0037,WH05,59,59,361.55,21331.45,2024-12-14,2024-12-23,2024-12-20
PO002126,SUP016,PRD0025,WH06,239,,167.97,40144.83,2024-11-02,2024-11-21,18-Nov-2024
PO002127,SUP006,PRD0004,WH03,383,332,19.78,7575.74,2025-02-04,2025/03/09,2025-03-06
PO002128,SUP016,PRD0061,WH05,714,714,53.16,37956.24,2024-05-03,2024-05-22,2024-05-22
PO002129,SUP010,PRD0040,WH02,603,603,$257.63,155350.89,10/16/2024,05-Nov-2024,2024/11/02
PO002130,SUP003,PRD0048,WH02,750,549,374.7,281025.0,2024-05-27,2024-07-01,2024-07-11
PO002131,SUP025,PRD0075,WH04,1401,1401,246.56,"$345,430.56",2024-04-07,2024-04-17,2024-04-17
PO002132,SUP024,PRD0079,WH05,889,889,124.03,110262.67,2024-03-05,2024-03-17,2024-03-17
PO002133,SUP002,PRD0031,WH04,1320,998,,,2025-02-03,2025-02-22,02/21/2025
PO002134,SUP005,PRD0013,WH02,1493,1493,127.58,190476.94,2024-01-01,2024-01-13,2024-01-13
PO002135,SUP024,PRD0050,WH02,143,143,$105.09,15027.87,2025-03-15,03/27/2025,2025-03-27
PO002136,SUP018,PRD0017,WH01,1097,1097,296.9,"$325,699.30",2024-10-20,30-Nov-2024,2024-11-28
PO002137,SUP020,PRD0078,WH02,518,518,256.38,132804.84,2024-09-06,2024-10-16,2024-10-15
PO002138,SUP024,PRD0011,WH02,1048,1048,,104988.64,2025-06-07,2025-06-19,2025-06-18
PO002139,SUP021,PRD0045,WH02,530,530,215.43,114177.9,01-Jan-2025,2025-01-21,2025-01-18
PO002140,SUP003,PRD0054,WH03,138,107,39.65,5471.7,05/13/2025,2025-06-17,2025-06-14
PO002141,SUP004,PRD0047,WH01,228,228,247.68,"$56,471.04",2025-04-27,2025-05-12,05/12/2025
PO002142,SUP008,PRD0030,WH01,1418,1418,65.68,,2024-01-22,2024-02-02,2024-02-02
PO002143,SUP018,PRD0060,WH02,1470,1470,$380.72,"$559,658.40",2024-05-26,2024-07-06,2024-07-04
PO002144,SUP018,PRD0016,WH04,980,980,234.54,229849.2,01/22/2025,2025-03-04,2025-03-01
PO002145,SUP024,PRD0018,WH04,811,811,162.04,131414.44,25-Oct-2025,2025-11-06,11/05/2025
PO002146,SUP018,PRD0016,WH05,1279,1053,,299976.66,2024-04-14,05/25/2024,2024-05-31
PO002147,SUP012,PRD0063,WH05,1362,1362,179.71,244765.02,12-Mar-2024,2024-03-22,03/19/2024
PO002148,SUP016,PRD0025,WH03,"1,149",1149,167.97,"$192,997.53",2025-10-01,2025/10/20,2025-10-19
PO002149,SUP023,PRD0008,WH05,588,512,300.7,,2025-10-19,2025-10-30,10/28/2025
PO002150,SUP017,PRD0080,WH04,963,963,376.53,362598.39,2024-04-23,02-May-2024,05/01/2024
PO002151,SUP005,PRD0068,WH04,1296,1296,364.7,472651.2,30-Sep-2024,12-Oct-2024,2024-10-09
PO002152,SUP001,PRD0062,WH02,950,950,184.46,"$175,237.00",2025-03-02,2025-03-14,2025-03-14
PO002153,SUP021,PRD0045,WH06,466,444,215.43,"$100,390.38",2024-05-12,2024-06-01,05/31/2024
PO002154,SUP018,PRD0032,WH03,659,659,160.48,105756.32,2024/08/09,2024-09-19,09/16/2024
PO002155,SUP018,PRD0017,WH04,503,436,296.9,149340.7,2024-09-25,2024-11-05,2024-11-03
PO002156,SUP003,PRD0002,WH04,537,537,270.53,145274.61,2025-03-12,2025-04-16,2025-04-16
PO002157,SUP019,PRD0073,WH06,928,928,253.85,235572.8,07/28/2024,2024-09-01,2024-08-30
PO002158,SUP018,PRD0060,WH06,679,504,380.72,258508.88,2024-10-07,11/17/2024,14-Nov-2024
PO002159,SUP017,PRD0026,WH04,"1,479",1479,347.66,514189.14,2024-07-15,2024-07-24,2024-07-22
PO002160,SUP010,PRD0042,WH01,1069,1069,134.36,"143,630.84",2025-05-31,,2025-07-04
PO002161,SUP004,PRD0047,WH02,961,961,247.68,238020.48,2024-04-14,2024-04-29,2024-04-27
PO002162,SUP021,PRD0049,WH06,974,974,239.5,233273.0,2024-06-05,2024-06-25,06/23/2024
PO002163,SUP003,PRD0048,WH04,617,617,$374.70,231189.9,,2024-07-23,07/23/2024
PO002164,SUP017,PRD0026,WH04,1168,1168,347.66,406066.88,2025-09-07,2025-09-16,2025-09-15
PO002165,SUP019,PRD0003,WH04,82,82,308.62,,2025/10/04,2025-11-08,2025-11-06
PO002166,SUP022,PRD0037,WH02,1445,1445,361.55,522439.75,12/06/2024,2024-12-15,2024-12-13
PO002167,SUP004,PRD0057,WH05,1020,1020,$63.37,64637.4,04/16/2024,2024-05-01,2024/04/29
PO002168,SUP020,PRD0064,WH06,1265,1265,48.68,61580.2,2025-05-29,2025-07-08,2025-07-06
PO002169,SUP021,PRD0001,WH05,1369,"1,369",358.98,491443.62,2024-11-30,2024-12-20,2024-12-24
PO002170,SUP019,PRD0003,WH06,1032,1032,308.62,318495.84,2025-07-31,2025/09/04,2025-09-04
PO002171,SUP003,PRD0054,WH04,63,63,39.65,"$2,497.95",2024-09-01,2024-10-06,03-Oct-2024
PO002172,SUP025,PRD0075,WH01,1268,,246.56,312638.08,10-Nov-2025,2025-11-20,11/20/2025
PO002173,SUP006,PRD0027,WH05,589,589,$299.68,176511.52,2025-07-02,2025-08-04,
PO002174,SUP024,PRD0011,WH04,,917,100.18,91865.06,2024/06/01,2024-06-13,2024-06-13
PO002175,SUP021,PRD0001,WH04,-100,222,358.98,79693.56,2025-05-08,2025-05-28,26-May-2025
PO002176,SUP003,PRD0077,WH02,405,405,77.5,31387.5,14-Jul-2024,2024-08-18,2024-08-28
PO002177,SUP004,PRD0047,WH03,574,574,247.68,142168.32,08/25/2024,2024-09-09,2024-09-08
PO002178,SUP021,PRD0001,WH04,509,509,358.98,"$182,720.82",2024-06-19,2024-07-09,2024-08-02
PO002179,SUP018,PRD0017,WH06,1255,1255,296.9,"$372,609.50",2025-04-08,05/19/2025,05/16/2025
PO002180,SUP001,PRD0067,WH03,231,231,,23130.03,06/27/2024,2024-07-09,2024-07-08
PO002181,SUP002,PRD0031,WH05,"1,369",1369,73.98,"101,278.62",2025-03-10,2025-03-29,2025/03/29
PO002182,SUP018,PRD0032,WH03,1349,1349,160.48,216487.52,2025-01-31,2025-03-13,2025/03/30
PO002183,SUP013,PRD0009,WH02,443,443,129.79,57496.97,2025-05-25,2025-06-06,2025-06-06
PO002184,SUP023,PRD0008,WH02,333,333,300.7,100133.1,2025-11-06,2025-11-17,2025-11-17
PO002185,SUP020,PRD0056,WH03,876,826,111.86,97989.36,06-Jan-2024,2024-02-15,02/12/2024
PO002186,SUP002,PRD0028,WH05,1382,1298,239.8,331403.6,2025-11-04,2025-11-23,2025-11-22
PO002187,SUP016,PRD0051,WH03,1143,1143,72.66,83050.38,2024-03-15,2024-04-03,2024-04-01
PO002188,SUP020,PRD0038,WH03,860,860,258.78,"$222,550.80",2024-12-24,2025/02/02,2025-01-31
PO002189,SUP008,PRD0006,WH05,,787,208.45,164050.15,2024-08-19,2024-08-30,08/29/2024
PO002190,SUP023,PRD0008,WH06,701,701,300.7,"$210,790.70",2025-03-10,2025-03-21,2025-03-20
PO002191,SUP016,PRD0061,WH03,70,50,53.16,3721.2,2025/05/05,2025-05-24,2025-05-22
PO002192,SUP002,PRD0076,WH06,146,146,354.24,51719.04,2025-08-07,2025-08-26,2025-08-26
PO002193,SUP009,PRD0044,WH02,1145,1145,216.5,"247,892.50",09/30/2024,2024-10-11,2024-10-27
PO002194,SUP021,PRD0036,WH03,1017,"1,017",25.52,25953.84,2025-09-26,2025-10-16,2025-11-05
PO002195,SUP003,PRD0077,WH03,1072,995,77.5,83080.0,2024/08/07,2024-09-11,2024/09/08
PO002196,SUP002,PRD0076,WH04,742,742,354.24,262846.08,2024-05-18,2024-06-06,2024-06-06
PO002197,SUP021,PRD0036,WH03,524,,25.52,13372.48,2024-09-14,2024-10-04,2024-10-18
PO002198,SUP019,PRD0074,WH06,546,412,81.25,44362.5,2024/12/25,2025-01-29,2025-02-11
PO002199,SUP003,PRD0002,WH01,"1,221",1221,270.53,330317.13,30-Mar-2025,2025-05-04,2025-05-24
PO002200,SUP024,PRD0071,WH06,1362,1362,309.98,422192.76,2025/07/20,01-Aug-2025,2025-07-29
PO002201,SUP020,PRD0078,WH06,1462,"1,462",256.38,374827.56,01-Jun-2024,2024-07-11,2024-08-01
PO002202,SUP017,PRD0066,WH02,1140,1140,261.8,,07/25/2024,2024-08-03,2024-08-01
PO002203,SUP006,PRD0027,WH06,,1320,,395577.6,2025-09-30,2025-11-02,2025-11-01
PO002204,SUP024,PRD0050,WH06,662,662,105.09,"69,569.58",26-Oct-2024,2024-11-07,2024-11-07
PO002205,SUP008,PRD0006,WH02,1238,1238,,258061.1,06/13/2024,2024-06-24,06/24/2024
PO002206,SUP016,PRD0025,WH01,296,296,167.97,49719.12,2025-11-01,2025-11-20,2025-11-20
PO002207,SUP005,PRD0013,WH02,1459,1459,127.58,186139.22,2024-11-01,13-Nov-2024,2024-12-03
PO002208,SUP003,PRD0077,WH04,1220,1175,77.5,94550.0,31-Oct-2025,2025-12-05,2025-12-02
PO002209,SUP001,PRD0062,WH03,"1,497",1497,184.46,276136.62,2025-09-17,2025-09-29,2025-09-26
PO002210,SUP012,PRD0052,WH02,51,51,211.44,10783.44,09/08/2025,2025-09-18,2025-09-16
PO002211,SUP005,PRD0068,WH03,404,404,364.70,147338.8,01/30/2025,2025-02-11,2025-02-10
PO002212,SUP012,PRD0063,WH03,726,726,179.71,"130,469.46",2025-06-26,2025-07-06,2025-07-04
PO002213,SUP020,PRD0078,WH05,400,400,256.38,102552.0,2025/10/15,2025-11-24,2025-12-18
PO002214,SUP005,PRD0068,WH05,1469,1279,364.7,535744.3,2024-07-02,2024/07/14,2024-07-13
PO002215,SUP013,PRD0014,WH06,1191,1089,61.84,73651.44,2024-01-26,2024-02-07,2024-02-06
PO002216,SUP019,PRD0046,WH03,472,472,84.95,40096.4,06-Aug-2024,2024/09/10,09-Sep-2024
PO002217,SUP004,PRD0021,WH05,412,412,$170.55,"$70,266.60",2025-03-09,2025-03-24,2025/03/21
PO002218,SUP002,PRD0072,WH03,587,587,84.7,49718.9,07-Jan-2025,2025-01-26,2025-01-26
PO002219,SUP019,PRD0074,WH05,1142,1142,81.25,92787.5,2024-02-24,2024-03-30,04/03/2024
PO002220,SUP002,PRD0028,WH05,742,742,239.8,177931.6,01/16/2025,,2025-02-04
PO002221,SUP024,PRD0050,WH05,491,491,105.09,51599.19,2024-04-28,2024/05/10,2024/05/10
PO002222,SUP008,PRD0030,WH02,"1,250",1250,65.68,82100.0,2024/12/09,12/20/2024,2024-12-19
PO002223,SUP009,PRD0044,WH06,450,428,216.5,97425.0,2025-01-26,2025-02-06,02/04/2025
PO002224,SUP020,PRD0064,WH03,490,468,$48.68,23853.2,2025-03-08,2025-04-17,2025-04-17
PO002225,SUP009,PRD0044,WH05,131,131,216.5,28361.5,2024-10-07,2024-10-18,2024-10-15
PO002226,SUP008,PRD0029,WH03,203,203,61.83,12551.49,2024-10-04,2024-10-15,2024/10/15
PO002227,SUP025,PRD0075,WH02,603,603,246.56,"148,675.68",2025-04-06,2025-04-16,2025-04-15
PO002228,SUP006,PRD0024,WH04,1146,"1,032",$214.65,245988.9,05/24/2025,26-Jun-2025,2025-07-09
PO002229,SUP022,PRD0037,WH05,769,769,361.55,"$278,031.95",2025/07/03,2025-07-12,
PO002230,SUP012,PRD0063,WH03,442,442,179.71,79431.82,2024/08/14,2024-08-24,2024-08-24
PO002231,SUP004,PRD0057,WH03,774,774,63.37,,2024-10-15,2024-10-30,29-Oct-2024
PO002232,SUP020,PRD0056,WH03,1075,1075,111.86,120249.5,08/12/2024,2024-09-21,2024-09-21
PO002233,SUP018,PRD0060,WH01,770,,380.72,"293,154.40",24-Dec-2024,2025-02-03,2025-02-01
PO002234,SUP017,PRD0026,WH03,1403,1403,$347.66,487766.98,2024-03-27,2024-04-05,04/03/2024
PO002235,SUP021,PRD0045,WH01,1200,1200,215.43,258516.0,2024/10/19,2024-11-08,2024-11-06
PO002236,SUP001,PRD0062,WH06,184,184,184.46,33940.64,2024-05-08,2024-05-20,2024/05/20
PO002237,SUP014,PRD0039,WH06,1301,1301,208.12,270764.12,2024-12-28,,2025-02-04
PO002238,SUP024,PRD0022,WH05,607,607,322.72,195891.04,2025-08-01,13-Aug-2025,2025-08-10
PO002239,SUP005,PRD0068,WH06,768,768,$364.70,280089.6,2025-11-01,11/13/2025,2025-11-12
PO002240,SUP013,PRD0009,WH03,1294,1294,,167948.26,10/30/2024,2024-11-11,2024-11-10
PO002241,SUP005,PRD0068,WH05,740,740,$364.70,269878.0,08-Feb-2024,2024-02-20,2024-02-20
PO002242,SUP024,PRD0022,WH03,979,979,322.72,315942.88,2024-06-03,2024-06-15,2024-06-13
PO002243,SUP001,PRD0067,WH02,1357,1357,100.13,135876.41,2024-03-12,,03/22/2024
PO002244,SUP002,PRD0028,WH06,"1,278",1278,$239.80,306464.4,2025-05-31,2025-06-19,2025-06-27
PO002245,SUP018,PRD0017,WH05,916,703,296.9,271960.4,2025-10-31,11-Dec-2025,09-Dec-2025
PO002246,SUP001,PRD0069,WH05,306,306,25.4,"7,772.40",,2025-01-23,2025-01-20
PO002247,SUP006,PRD0004,WH05,1264,1264,19.78,25001.92,2024-04-30,2024-06-02,06/02/2024
PO002248,SUP024,PRD0022,WH06,1214,1214,$322.72,391782.08,2024/01/15,2024-01-27,2024-01-24
PO002249,SUP021,PRD0036,WH03,123,123,25.52,3138.96,2025-10-25,2025/11/14,12/07/2025
PO002250,SUP020,PRD0064,WH05,1284,1227,48.68,62505.12,2024-08-03,2024-09-12,2024/09/30
PO002251,SUP004,PRD0012,WH03,1279,1279,75.81,"96,960.99",2024-03-17,2024-04-01,03/31/2024
PO002252,SUP002,PRD0072,WH01,851,851,84.7,"$72,079.70",2024-04-30,19-May-2024,2024-05-19
PO002253,SUP001,PRD0020,WH04,1264,1264,224.3,283515.2,2024-06-22,2024-07-04,2024-07-01
PO002254,SUP001,PRD0069,WH04,379,379,25.4,"$9,626.60",2025-03-21,02-Apr-2025,2025-04-02
PO002255,SUP005,PRD0068,WH04,718,718,364.7,261854.6,2025-08-29,2025/09/10,10-Sep-2025
PO002256,SUP005,PRD0007,WH03,878,878,22.74,19965.72,07/06/2024,2024-07-18,2024-07-16
PO002257,SUP005,PRD0013,WH06,523,523,,66724.34,2025/04/12,2025-04-24,2025-04-22
PO002258,SUP017,PRD0066,WH05,134,134,261.8,35081.2,2024-02-14,2024-02-23,2024-02-21
PO002259,SUP002,PRD0028,WH05,1355,1355,239.8,324929.0,2024-01-07,2024-01-26,2024-02-09
PO002260,SUP010,PRD0042,WH02,"1,407",1407,134.36,189044.52,2024-02-07,02/27/2024,24-Feb-2024
PO002261,SUP019,PRD0046,WH04,1317,1235,84.95,"$111,879.15",2025-09-19,2025/10/24,2025-11-17
PO002262,SUP018,PRD0016,WH01,1450,1450,234.54,340083.0,2025-01-30,2025-03-12,2025-03-18
PO002263,SUP003,PRD0077,WH02,804,804,77.5,,2025-07-01,08/05/2025,2025-08-21
PO002264,SUP025,PRD0075,WH02,515,515,246.56,,2024/01/15,2024/01/25,01/23/2024
PO002265,SUP013,PRD0009,WH04,69,69,129.79,"$8,955.51",2024-01-16,2024-01-28,28-Jan-2024
PO002266,SUP008,PRD0043,WH02,1433,1433,379.8,544253.4,07/31/2025,2025/08/11,2025-08-08
PO002267,SUP021,PRD0049,WH06,522,522,239.5,125019.0,2024-03-10,2024-03-30,2024-03-29
PO002268,SUP018,PRD0016,WH03,366,276,234.54,85841.64,2024-04-15,05/26/2024,2024-06-11
PO002269,SUP001,PRD0023,WH02,1420,1420,48.11,68316.2,2024-12-18,2024-12-30,2024-12-29
PO002270,SUP008,PRD0030,WH04,132,132,65.68,8669.76,2025-02-16,2025-02-27,2025-02-25
PO002271,SUP003,PRD0048,WH05,526,451,374.7,"197,092.20",2024-06-04,2024/07/09,2024/07/08
PO002272,SUP023,PRD0008,WH03,701,701,300.7,210790.7,29-Oct-2024,09-Nov-2024,2024-11-06
PO002273,SUP021,PRD0005,WH02,71,67,324.26,23022.46,2025-04-03,2025-04-23,
PO002274,SUP008,PRD0065,WH01,650,650,335.57,218120.5,,2024-11-08,2024-11-07
PO002275,SUP020,PRD0078,WH04,343,343,256.38,87938.34,2024-09-17,2024-10-27,10/25/2024
