SO_ID,CUSTOMER_KEY,PRODUCT_KEY,WAREHOUSE_KEY,SHIP_MODE_KEY,ORDER_QTY,SHIPPED_QTY,FREIGHT_COST,REVENUE,ORDER_DATE,SHIP_DATE,PROMISED_DATE,DELIVERY_DATE
SO0007032,CUST0135,PRD0075,WH06,SM2,10,10,7.71,"3,169.30",2025-01-20,01/23/2025,2025/02/24,2025-02-23
SO0007033,CUST0091,PRD0056,WH04,SM1,61,61,229.7,"10,144.91",2024-08-04,2024-08-06,2024-08-11,2024-08-09
SO0007034,CUST0067,PRD0062,WH06,SM2,142,142,109.52,46794.68,2025-10-20,2025-10-22,2025-11-23,2025-11-28
SO0007035,CUST0074,PRD0047,WH04,SM4,47,47,60.47,15270.77,2024-11-16,2024-11-17,01-Dec-2024,2024-11-28
SO0007036,CUST0061,PRD0047,WH04,SM3,94,94,135.19,30541.54,2024/03/30,2024/04/02,,04/09/2024
SO0007037,CUST0097,PRD0066,WH04,SM4,164,164,176.02,56192.96,2025/10/17,2025-10-19,2025-11-02,2025-11-01
SO0007038,CUST0089,PRD0046,WH03,SM3,20,20,34.24,2891.0,2025-03-12,2025-03-13,2025-03-22,2025-03-19
SO0007039,CUST0014,PRD0073,WH06,SM3,288,288,358.22,131832.0,10/01/2025,2025-10-04,13-Oct-2025,2025-10-12
SO0007040,CUST0023,PRD0069,WH06,SM4,102,102,102.52,"$4,258.50",05-Dec-2024,2024-12-06,12/20/2024,2024/12/18
SO0007041,CUST0082,PRD0078,WH01,SM1,78,78,,32437.86,2025/05/04,06-May-2025,2025-05-11,2025-05-09
SO0007042,CUST0192,PRD0030,WH06,SM2,213,213,177.71,18537.39,2024-02-21,2024-02-22,2024-03-25,2024-03-23
SO0007043,CUST0036,PRD0003,WH03,SM2,294,294,240.32,119772.66,2024-08-08,2024-08-09,,09/14/2024
SO0007044,CUST0169,PRD0019,WH04,SM2,243,212,203.07,116451.6,2024-11-15,2024-11-16,2024-12-18,2024-12-29
SO0007045,CUST0036,PRD0055,WH05,SM2,41,41,28.98,16246.66,2024-04-08,11-Apr-2024,2024-05-13,2024-05-12
SO0007046,CUST0074,PRD0057,WH04,SM1,22,22,102.48,2590.94,2025-10-12,10/14/2025,2025-10-19,2025-10-18
SO0007047,CUST0080,PRD0042,WH03,SM1,232,232,872.17,46652.88,2024-12-30,2025-01-01,06-Jan-2025,01/04/2025
SO0007048,CUST0061,PRD0072,WH03,SM1,156,156,571.16,17589.0,07/20/2024,2024-07-23,2024-07-28,27-Jul-2024
SO0007049,CUST0162,PRD0051,WH03,SM1,298,298,1283.12,35017.98,2025-01-22,2025-01-24,2025-01-29,2025-01-26
SO0007050,CUST0113,PRD0077,WH04,SM2,151,151,146.79,22082.24,2024-01-11,2024-01-14,2024-02-15,2024-02-12
SO0007051,CUST0061,PRD0059,WH06,SM1,283,283,1323.74,82205.84,02-Jul-2025,2025-07-05,2025-07-10,2025-07-08
SO0007052,CUST0102,PRD0013,WH06,SM4,34,,$38.91,7613.96,11/14/2024,2024/11/17,,11/30/2024
SO0007053,CUST0193,PRD0061,WH01,SM3,226,226,360.51,19612.28,2024-05-19,2024-05-21,2024-05-30,2024-06-09
SO0007054,CUST0117,PRD0020,WH01,SM4,238,238,241.9,88728.78,2025-07-29,07/31/2025,14-Aug-2025,2025-08-12
SO0007055,CUST0042,PRD0003,WH03,SM4,285,285,322.49,116106.15,2025-01-24,2025-01-26,2025-02-09,02/07/2025
SO0007056,CUST0020,PRD0038,WH02,SM1,155,155,$756.56,70449.05,2024-03-19,2024/03/21,2024-03-26,2024-03-25
SO0007057,CUST0066,PRD0074,WH01,SM3,19,19,36.75,2201.34,2024-11-12,2024-11-14,11/23/2024,20-Nov-2024
SO0007058,CUST0161,PRD0046,WH03,SM3,85,85,115.3,"$12,286.75",2025-07-22,2025-07-24,2025/08/02,2025-08-08
SO0007059,CUST0158,PRD0053,WH06,SM4,82,82,69.65,,2024-07-26,2024-07-29,12-Aug-2024,08/10/2024
SO0007060,CUST0163,PRD0020,WH01,SM3,169,169,296.62,63004.89,2025-03-07,2025-03-08,17-Mar-2025,2025-03-16
SO0007061,CUST0005,PRD0080,WH04,SM2,192,192,171.4,97342.08,2024-02-27,2024-03-01,2024-04-02,2024-04-01
SO0007062,CUST0194,PRD0053,WH01,SM1,76,76,255.71,34100.44,2024-03-09,2024-03-12,17-Mar-2024,2024-03-15
SO0007063,CUST0185,PRD0050,WH03,SM2,263,263,$257.64,"45,149.21",2024-12-19,2024-12-21,2025-01-22,19-Jan-2025
SO0007064,CUST0017,PRD0019,WH05,SM1,6,6,25.60,"$3,295.80",19-Dec-2024,2024-12-20,2024-12-25,2024-12-24
SO0007065,CUST0115,PRD0054,WH04,SM2,195,195,144.78,12971.4,01/14/2024,,16-Feb-2024,2024-02-14
SO0007066,CUST0098,PRD0076,WH03,SM3,250,250,344.77,151545.0,2025-11-12,11/14/2025,2025-11-23,2025-11-22
SO0007067,CUST0075,PRD0012,WH04,SM1,132,132,563.61,16407.6,2024-11-25,11/27/2024,2024-12-02,2024-11-30
SO0007068,CUST0095,PRD0029,WH02,SM2,119,119,102.62,13601.7,2024/06/14,06/16/2024,07/18/2024,17-Jul-2024
SO0007069,CUST0077,PRD0043,WH02,SM3,128,128,194.39,89724.16,2025-11-07,2025/11/10,2025-11-19,11/21/2025
SO0007070,CUST0109,PRD0053,WH01,SM2,36,36,$24.19,16152.84,10/25/2025,28-Oct-2025,11/29/2025,2025-11-26
SO0007071,CUST0134,PRD0048,WH04,SM4,278,278,341.89,139511.52,2025-09-03,06-Sep-2025,2025/09/20,2025-09-17
SO0007072,CUST0153,PRD0006,WH01,SM4,91,91,85.3,26866.84,2024-02-15,2024-02-17,2024-03-02,
SO0007073,CUST0005,PRD0031,WH03,SM1,83,83,$325.64,7888.32,2024-06-21,2024-06-22,27-Jun-2024,26-Jun-2024
SO0007074,CUST0143,PRD0018,WH04,SM1,117,117,406.91,"27,407.25",2024-08-20,2024-08-23,2024-08-28,25-Aug-2024
SO0007075,CUST0160,PRD0038,WH02,SM4,233,233,261.5,"$105,900.83",2025-08-08,2025-08-09,2025-08-23,2025-08-29
SO0007076,CUST0189,PRD0064,WH01,SM2,149,149,$100.67,"$13,767.60",2025-10-04,2025-10-07,2025-11-08,2025-11-06
SO0007077,CUST0111,PRD0044,WH05,SM4,284,284,247.42,110771.36,2024-02-22,2024/02/24,09-Mar-2024,2024-03-20
SO0007078,CUST0043,PRD0033,WH01,SM4,29,29,29.62,12648.06,,2025/07/02,2025-07-16,2025-07-14
SO0007079,CUST0147,PRD0023,WH04,SM3,209,209,402.17,17988.63,16-Feb-2024,2024-02-19,2024-02-28,2024-02-25
SO0007080,CUST0060,PRD0029,WH02,SM2,158,104,102.75,11887.2,2024-05-23,2024-05-25,2024-06-26,2024-06-24
SO0007081,CUST0051,PRD0048,WH01,SM4,11,11,11.16,5520.24,2024-04-21,04/24/2024,2024-05-08,2024-05-07
SO0007082,CUST0102,PRD0070,WH04,SM1,274,274,1202.7,120099.68,2025-05-06,2025-05-08,2025-05-13,2025-05-10
SO0007083,CUST0001,PRD0001,WH06,SM3,101,,192.38,48626.45,2024-07-24,26-Jul-2024,,2024-08-01
SO0007084,CUST0114,PRD0004,WH05,SM4,278,222,219.46,7072.92,2024-07-14,,2024/07/30,2024-07-28
SO0007085,CUST0154,PRD0062,WH01,SM2,186,,132.71,61294.44,2024-12-09,2024/12/11,2025-01-12,2025-01-09
SO0007086,CUST0143,PRD0031,WH06,SM3,44,44,60.74,4181.76,2024-12-27,2024-12-28,2025-01-06,2025-01-05
SO0007087,CUST0001,PRD0026,WH06,SM3,289,289,500.96,155236.35,2024-02-29,2024-03-01,2024-03-10,2024-03-15
SO0007088,CUST0030,PRD0006,WH01,SM2,70,70,53.99,"$20,666.80",2024-06-29,2024-07-01,02-Aug-2024,31-Jul-2024
SO0007089,CUST0032,PRD0052,WH03,SM3,244,244,$427.55,90106.76,2024-11-08,11/09/2024,11/18/2024,2024-11-17
SO0007090,CUST0126,PRD0021,WH06,SM1,71,71,274.68,"$22,741.30",2025-07-09,2025-07-11,2025-07-16,2025-07-14
SO0007091,CUST0138,PRD0020,WH03,SM4,63,63,58.62,23487.03,2024-02-29,2024-03-03,17-Mar-2024,2024-03-24
SO0007092,CUST0104,PRD0054,WH04,SM2,24,24,18.78,1596.48,19-Oct-2025,22-Oct-2025,2025-11-23,2025-11-22
SO0007093,CUST0011,PRD0032,WH02,SM1,166,131,578.98,30623.87,2025-01-22,2025-01-24,2025-01-29,27-Jan-2025
SO0007094,CUST0164,PRD0036,WH06,SM3,86,86,$154.44,4062.64,2024-12-02,12/05/2024,2024-12-14,2024-12-11
SO0007095,CUST0186,PRD0078,WH03,SM1,273,273,1374.7,"$113,532.51",2025-05-22,24-May-2025,2025-05-29,2025-06-01
SO0007096,CUST0012,PRD0043,WH02,SM3,20,20,35.23,14019.4,2024-05-28,2024/05/30,08-Jun-2024,06/06/2024
SO0007097,CUST0007,PRD0003,WH05,SM4,244,244,306.41,99403.16,2024-01-24,2024-01-26,09-Feb-2024,
SO0007098,CUST0026,PRD0042,WH03,SM1,167,167,844.3,"33,582.03",22-Aug-2025,2025-08-25,2025-08-30,08/28/2025
SO0007099,CUST0114,PRD0051,WH03,SM1,264,264,1178.92,"31,022.64",2024-12-23,2024/12/26,31-Dec-2024,01/05/2025
SO0007100,CUST0112,PRD0016,WH02,SM3,22,22,40.19,7119.86,2025-11-16,2025-11-17,2025-11-26,03-Dec-2025
SO0007101,CUST0199,PRD0030,WH02,SM2,42,42,37.21,3655.26,02/23/2025,2025/02/25,2025-03-29,04/01/2025
SO0007102,CUST0071,PRD0023,WH04,SM1,253,253,1007.7,21775.71,2025-05-03,2025-05-05,05/10/2025,2025-05-21
SO0007103,CUST0112,PRD0043,WH04,SM1,292,292,1379.27,204683.24,2025-09-26,09/28/2025,2025/10/03,2025-09-30
SO0007104,CUST0004,PRD0024,WH05,SM2,75,75,$59.22,26465.25,,2025-04-27,2025-05-29,05/28/2025
SO0007105,CUST0084,PRD0073,WH04,SM1,294,294,1140.15,,2024-11-01,2024-11-03,08-Nov-2024,2024-11-12
SO0007106,CUST0097,PRD0062,WH01,SM2,85,85,67.94,28010.9,2024-07-28,2024-07-29,2024-08-30,08/28/2024
SO0007107,CUST0044,PRD0036,WH01,SM3,251,251,$365.25,11857.24,28-Nov-2024,2024-12-01,12/10/2024,2024-12-09
SO0007108,CUST0119,PRD0004,WH02,SM3,5,5,9.7,159.3,2024-12-02,2024-12-03,2024-12-12,2024/12/10
SO0007109,CUST0120,PRD0011,WH04,SM4,286,286,321.17,38100.92,2024-11-27,2024-11-30,2024-12-14,2024-12-13
SO0007110,CUST0192,PRD0074,WH02,SM1,167,167,801.37,19348.62,11/20/2024,2024-11-23,2024-11-28,2024-12-08
SO0007111,CUST0034,PRD0057,WH03,SM4,116,101,104.98,"11,894.77",2025-11-05,2025/11/07,2025-11-21,11/26/2025
SO0007112,CUST0126,PRD0066,WH04,SM1,290,290,1233.14,99365.6,2025-03-24,2025-03-26,2025-03-31,2025-03-29
SO0007113,CUST0164,PRD0080,WH01,SM2,44,44,34.25,22307.56,01-Sep-2024,2024-09-04,2024-10-06,2024-10-03
SO0007114,CUST0168,PRD0008,WH03,SM1,237,237,816.45,130345.26,2025-09-03,2025-09-06,2025-09-11,2025-09-10
SO0007115,CUST0068,PRD0030,WH06,SM2,255,255,252.41,22192.65,,2025-08-02,2025-09-03,08/31/2025
SO0007116,CUST0155,PRD0014,WH06,SM2,133,,125.05,9732.5,2024-07-24,2024/07/25,26-Aug-2024,2024/08/25
SO0007117,CUST0066,PRD0031,WH06,SM4,35,35,43.65,"3,326.40",2025-05-03,05/04/2025,2025-05-18,2025-05-15
SO0007118,CUST0104,PRD0029,WH02,SM2,9,9,6.82,1028.7,2025-01-18,2025-01-20,21-Feb-2025,27-Feb-2025
SO0007119,CUST0152,PRD0005,WH04,SM4,159,159,128.2,75075.03,2024-10-21,2024-10-22,2024-11-05,2024-11-13
SO0007120,CUST0053,PRD0003,WH05,SM3,232,232,325.32,94514.48,2024-11-19,2024-11-20,2024/11/29,2024-11-27
SO0007121,CUST0129,PRD0053,WH01,SM1,259,215,943.77,"$96,468.35",2025-02-07,2025-02-08,2025-02-13,2025/02/12
SO0007122,CUST0178,PRD0057,WH04,SM1,217,217,730.38,25556.09,2025-10-01,2025/10/03,10/08/2025,
SO0007123,CUST0115,PRD0037,WH01,SM4,12,12,13.58,8185.68,2025/03/20,2025-03-23,2025-04-06,2025-04-05
SO0007124,CUST0128,PRD0010,WH02,SM3,22,22,35.79,1615.46,2025-11-04,2025-11-05,2025-11-14,2025-11-11
SO0007125,CUST0026,PRD0066,WH06,SM2,171,171,153.99,58591.44,2025-02-13,14-Feb-2025,2025-03-18,2025-03-21
SO0007126,CUST0078,PRD0065,WH05,SM4,32,32,34.3,14165.44,2025-06-24,2025-06-26,2025-07-10,2025-07-07
SO0007127,CUST0117,PRD0045,WH06,SM1,16,16,65.22,5726.56,2025-06-11,06/12/2025,2025-06-17,2025-06-14
SO0007128,CUST0134,PRD0072,WH03,SM4,209,194,211.07,21873.5,2025-09-15,2025-09-18,2025/10/02,2025-10-01
SO0007129,CUST0110,PRD0051,WH03,SM3,23,23,41.93,2702.73,09/01/2024,2024-09-03,2024-09-12,09/09/2024
SO0007130,CUST0070,PRD0055,WH05,SM2,21,21,21.26,"8,321.46",2024-09-26,2024/09/27,2024-10-29,11/04/2024
SO0007131,CUST0014,PRD0013,WH04,SM2,118,118,106.49,26424.92,2024-12-03,2024-12-04,2025/01/05,2025-01-03
SO0007132,CUST0079,PRD0046,WH04,SM4,276,276,227.57,39895.8,2024-12-03,2024/12/05,19-Dec-2024,2024-12-16
SO0007133,CUST0092,PRD0009,WH06,SM1,,173,779.79,39335.01,2025-04-25,2025-04-28,2025-05-03,2025-04-30
SO0007134,CUST0074,PRD0067,WH04,SM4,164,164,133.27,22053.08,2024-05-31,2024/06/01,2024-06-15,2024-06-13
SO0007135,CUST0005,PRD0012,WH01,SM4,69,69,79.33,8576.7,06/01/2024,03-Jun-2024,2024-06-17,2024/06/20
SO0007136,CUST0086,PRD0025,WH02,SM9,237,188,341.66,47154.16,2024-05-11,2024/05/12,2024-05-21,
SO0007137,CUST0155,PRD0018,WH01,SM4,144,144,,33732.0,2025-03-21,2025-03-22,2025-04-05,2025/04/03
SO0007138,CUST0028,PRD0016,WH06,SM4,,129,143.51,41748.27,05/26/2024,2024-05-28,2024-06-11,2024-06-08
SO0007139,CUST0028,PRD0067,WH04,SM3,276,276,519.86,37113.72,2025-02-21,2025/02/22,2025-03-03,03/01/2025
SO0007140,CUST0186,PRD0060,WH01,SM2,183,149,$144.81,75277.78,2025-09-05,2025-09-08,2025-10-10,09-Oct-2025
SO0007141,CUST0013,PRD0033,WH06,SM2,240,240,198.63,104673.6,2025-01-19,01/21/2025,2025-02-22,2025/02/19
SO0007142,CUST0079,PRD0023,WH03,SM3,155,155,282.17,13340.85,11/28/2024,2024-11-29,2024-12-08,2024-12-06
SO0007143,CUST0063,PRD0031,WH06,SM3,17,17,32.65,"$1,615.68",2024-03-26,2024-03-27,2024-04-05,2024-04-13
SO0007144,CUST0121,PRD0026,WH06,SM1,109,109,390.94,58549.35,2025-03-23,2025-03-25,2025-03-30,04/06/2025
SO0007145,CUST0027,PRD0029,WH02,SM1,290,290,1358.13,"$33,147.00",2024-11-24,2024-11-27,2024-12-02,12/01/2024
SO0007146,CUST0041,PRD0046,WH03,SM3,65,65,110.4,9395.75,2024-12-07,2024-12-09,2024-12-18,2024-12-15
SO0007147,CUST0003,PRD0004,WH05,SM2,140,140,93.33,4460.4,2024-12-13,2024-12-14,01/15/2025,2025-01-13
SO0007148,CUST0113,PRD0023,WH04,SM2,11,11,10.47,946.77,2025/03/27,2025-03-30,2025-05-01,2025-04-30
SO0007149,CUST0191,PRD0018,WH04,SM2,156,156,119.77,36543.0,04-Nov-2025,07-Nov-2025,2025-12-09,2025-12-07
SO0007150,CUST0194,PRD0062,WH01,SM2,105,105,74.04,34601.7,20-Aug-2024,2024-08-21,2024-09-22,2024-09-20
SO0007151,CUST0131,PRD0067,WH04,SM3,236,236,$451.09,,2024-12-09,2024-12-11,2024-12-20,2024-12-17
SO0007152,CUST0094,PRD0066,WH04,SM3,205,205,388.22,70241.2,2024-06-12,06/14/2024,2024-06-23,2024-06-22
SO0007153,CUST0024,PRD0047,WH04,SM3,105,99,152.1,"$32,166.09",08/24/2025,2025-08-27,2025-09-05,2025-09-03
SO0007154,CUST0157,PRD0073,WH06,SM4,179,179,153.33,81937.25,2024/01/12,2024-01-13,2024/01/27,
SO0007155,CUST0167,PRD0010,WH05,SM1,,227,736.36,"$16,668.61",2024-07-12,2024-07-13,2024-07-18,2024/07/17
SO0007156,CUST0186,PRD0020,WH06,SM4,220,220,282.71,82018.2,2025-11-06,2025/11/08,2025-11-22,2025-12-02
SO0007157,CUST0001,PRD0039,WH03,SM3,188,188,$268.51,70718.08,2024-06-21,2024-06-23,2024-07-02,
SO0007158,CUST0006,PRD0023,WH03,SM4,99,99,85.15,8520.93,2025-11-16,2025/11/19,2025-12-03,2025-12-11
SO0007159,CUST0176,PRD0069,WH06,SM2,,119,88.17,4968.25,2024-11-02,2024-11-04,2024-12-06,2024/12/14
SO0007160,CUST0154,PRD0034,WH03,SM1,204,204,795.33,34235.28,2024-11-02,2024-11-04,2024-11-09,11/07/2024
SO0007161,CUST0178,PRD0070,WH04,SM3,299,299,419.38,131057.68,2025/02/24,2025-02-25,06-Mar-2025,2025-03-04
SO0007162,CUST0115,PRD0078,WH01,SM1,59,51,185.14,21209.37,10-Oct-2025,2025-10-12,2025-10-17,2025/10/16
SO0007163,CUST0195,PRD0060,WH05,SM1,50,42,161.05,21219.24,,2025-05-21,2025-05-26,2025-05-25
SO0007164,CUST0009,PRD0068,WH03,SM2,25,25,$16.93,15286.25,2024-11-12,2024-11-13,,2024-12-12
SO0007165,CUST0090,PRD0036,WH06,SM3,287,287,537.98,13557.88,2025-01-23,2025-01-25,2025/02/03,2025-02-01
SO0007166,CUST0020,PRD0064,WH06,SM4,145,145,187.5,13398.0,2024-05-04,2024-05-06,2024-05-20,2024-05-18
SO0007167,CUST0143,PRD0077,WH04,SM1,103,103,338.68,15062.72,2024-11-13,2024-11-16,21-Nov-2024,2024-11-18
SO0007168,CUST0046,PRD0058,WH01,SM1,119,119,$536.19,56160.86,08/19/2025,2025-08-20,2025-08-25,2025-08-24
SO0007169,CUST0171,PRD0040,WH01,SM3,123,123,155.92,45099.18,2025-05-03,2025-05-04,2025-05-13,2025-05-12
SO0007170,CUST0019,PRD0045,WH04,SM3,104,104,175.38,37222.64,,2024-11-04,2024-11-13,2024-11-12
SO0007171,CUST0007,PRD0063,WH04,SM1,227,227,$875.37,58999.57,2025-11-13,2025-11-15,2025-11-20,11/29/2025
SO0007172,CUST0110,PRD0074,WH01,SM3,84,84,150.4,9732.24,2024-05-27,2024-05-30,2024-06-08,2024-06-07
SO0007173,CUST0073,PRD0041,WH01,SM1,103,103,533.99,24487.22,2025-11-06,2025-11-09,14-Nov-2025,2025-11-18
SO0007174,CUST0174,PRD0033,WH01,SM2,139,135,115.1,58878.9,2024-12-13,2024-12-15,2025-01-16,2025/01/22
SO0007175,CUST0155,PRD0037,WH01,SM3,295,295,$375.43,201231.3,12/18/2024,2024-12-21,,2024-12-29
SO0007176,CUST0024,PRD0047,WH03,SM1,204,204,741.69,66281.64,2025/07/10,2025-07-13,2025-07-18,2025-07-15
SO0007177,CUST0036,PRD0063,WH05,SM2,66,66,52.88,17154.06,2024-11-29,30-Nov-2024,2025-01-01,2024-12-29
SO0007178,CUST0193,PRD0035,WH06,SM3,128,128,$237.74,"$31,061.76",,07/19/2025,28-Jul-2025,25-Jul-2025
SO0007179,CUST0137,PRD0079,WH01,SM2,192,192,152.2,38714.88,2025-07-19,2025-07-20,2025-08-21,2025-08-18
SO0007180,CUST0179,PRD0049,WH04,SM4,83,83,96.69,"34,960.43",04/03/2025,2025-04-04,2025-04-18,2025/04/16
SO0007181,CUST0093,PRD0017,WH04,SM2,138,138,123.00,,07/01/2024,2024-07-04,2024-08-05,2024-08-04
SO0007182,CUST0049,PRD0020,WH03,SM2,82,82,68.32,30570.42,2025-10-29,,2025-12-01,2025-11-29
SO0007183,CUST0053,PRD0030,WH02,SM1,154,154,558.76,13402.62,2024-07-21,,2024-07-29,2024-07-26
SO0007184,CUST0079,PRD0080,WH04,SM1,119,119,542.56,"60,331.81",2024-11-10,2024-11-12,2024-11-17,2024-11-15
SO0007185,CUST0108,PRD0032,WH02,SM2,235,191,131.65,44650.07,2025-08-08,2025-08-10,2025-09-11,2025-09-19
SO0007186,CUST0004,PRD0070,WH04,SM3,248,248,$308.31,108703.36,2025-07-31,2025-08-02,2025-08-11,2025-08-10
SO0007187,CUST0095,PRD0026,WH06,SM3,225,225,332.49,120858.75,2024-07-24,2024-07-27,2024-08-05,08/04/2024
SO0007188,CUST0140,PRD0025,WH01,SM2,247,247,242.76,61952.54,11/30/2024,2024-12-03,2025-01-04,2025/01/02
SO0007189,CUST0193,PRD0064,WH06,SM1,177,177,$712.52,16354.8,19-Jan-2024,2024-01-22,2024-01-27,2024-01-25
SO0007190,CUST0177,PRD0063,WH05,SM4,78,78,,20272.98,2025/07/02,,2025-07-19,2025/07/16
SO0007191,CUST0093,PRD0056,WH04,SM4,48,48,45.34,7982.88,2024-06-15,2024-06-16,30-Jun-2024,2024-06-29
SO0007192,CUST0021,PRD0009,WH05,SM2,235,235,$194.13,"$53,431.95",2024-07-04,2024-07-05,2024-08-06,05-Aug-2024
SO0007193,CUST0023,PRD0016,WH02,SM3,120,,80.98,21035.95,2025-08-28,31-Aug-2025,2025-09-09,09/07/2025
SO0007194,CUST0154,PRD0042,WH01,SM4,,181,213.42,36397.29,2024-05-10,2024/05/11,2024-05-25,2024-05-29
SO0007195,CUST0015,PRD0017,WH04,SM4,224,224,$210.71,"$88,798.08",2024-12-17,12/20/2024,2025-01-03,2025-01-01
SO0007196,CUST0083,PRD0071,WH03,SM4,188,169,157.17,89255.66,2024-11-09,2024-11-11,2024/11/25,2024-11-24
SO0007197,CUST0169,PRD0010,WH05,SM1,26,26,124.78,,2024-11-18,2024-11-21,,2024-11-23
SO0007198,CUST0150,PRD0050,WH03,SM1,218,218,796.68,37424.06,2024-06-02,2024/06/03,2024-06-08,05-Jun-2024
SO0007199,CUST0011,PRD0057,WH06,SM2,167,167,169.28,19667.59,2025-02-27,2025-03-02,2025-04-03,2025-04-05
SO0007200,CUST0021,PRD0056,WH02,SM2,27,20,20.37,3326.2,2025-03-23,,2025-04-25,2025-04-22
SO0007201,CUST0114,PRD0041,WH02,SM4,246,246,304.44,58484.04,09/04/2024,2024-09-05,2024-09-19,2024/09/18
SO0007202,CUST0018,PRD0077,WH03,SM1,292,292,947.42,42702.08,2025-07-27,28-Jul-2025,2025/08/02,30-Jul-2025
SO0007203,CUST0151,PRD0046,WH04,SM3,103,103,$195.35,14888.65,2025-04-15,2025-04-18,2025-04-27,2025-04-26
SO0007204,CUST0060,PRD0066,WH06,SM3,47,47,67.79,16104.08,2024/04/29,2024-05-02,2024-05-11,2024/05/08
SO0007205,CUST0110,PRD0067,WH04,SM2,165,165,140.38,"22,187.55",2025-07-24,2025-07-25,08/26/2025,2025-08-24
SO0007206,CUST0041,PRD0017,WH04,SM4,283,283,320.79,112186.86,02/13/2024,02/14/2024,2024-02-28,2024-03-01
SO0007207,CUST0181,PRD0076,WH04,SM1,106,106,442.18,64255.08,2025-01-22,2025-01-25,2025-01-30,29-Jan-2025
SO0007208,CUST0063,PRD0078,WH05,SM4,107,107,105.33,44498.09,2024/05/08,2024/05/11,2024-05-25,2024-06-02
SO0007209,CUST0140,PRD0017,WH01,SM4,150,150,131.01,59463.0,2024-08-22,2024-08-23,2024-09-06,2024-09-05
SO0007210,CUST0030,PRD0004,WH01,SM4,213,213,259.3,6786.18,2025-08-18,2025-08-19,02-Sep-2025,2025-09-01
SO0007211,CUST0106,PRD0079,WH01,SM2,234,234,243.17,"$47,183.76",2024-04-16,2024-04-18,20-May-2024,2024-05-17
SO0007212,CUST0131,PRD0066,WH01,SM2,65,65,58.06,"$22,271.60",2024-07-01,07/02/2024,08/03/2024,02-Aug-2024
SO0007213,CUST0193,PRD0067,WH04,SM1,116,116,389.53,,2024-09-14,09/16/2024,21-Sep-2024,2024-09-19
SO0007214,CUST0194,PRD0064,WH01,SM1,73,73,265.43,6745.2,2024/12/19,2024-12-22,12/27/2024,2024-12-26
SO0007215,CUST0093,PRD0015,WH03,SM2,286,286,281.51,103657.84,2024-08-16,2024-08-19,2024-09-20,2024-09-17
SO0007216,CUST0013,PRD0044,WH05,SM2,217,217,155.43,84638.68,2025-05-01,2025-05-03,2025-06-04,2025-06-02
SO0007217,CUST0181,PRD0028,WH02,SM1,150,150,582.04,"48,379.50",10/26/2024,2024-10-29,2024-11-03,2024-11-09
SO0007218,CUST0056,PRD0009,WH01,SM4,216,176,179.99,40017.12,09-Dec-2024,2024-12-11,25-Dec-2024,2024-12-22
SO0007219,CUST0005,PRD0034,WH05,SM1,189,189,,31717.98,2024-03-31,04/03/2024,08-Apr-2024,2024-04-07
SO0007220,CUST0177,PRD0049,WH05,SM2,126,126,102.39,53072.46,2025-02-17,2025-02-18,2025-03-22,2025-03-21
SO0007221,CUST0108,PRD0028,WH02,SM2,28,28,22.41,9030.84,2025-06-25,27-Jun-2025,2025-07-29,28-Jul-2025
SO0007222,CUST0188,PRD0039,WH04,SM3,241,241,366.02,"$90,654.56",2024-03-11,03/12/2024,21-Mar-2024,2024-03-20
SO0007223,CUST0029,PRD0059,WH02,SM3,89,89,109.84,25852.72,14-Mar-2025,2025-03-16,25-Mar-2025,2025-03-27
SO0007224,CUST0191,PRD0068,WH03,SM1,288,288,964.56,176097.6,2025/04/13,2025-04-16,2025-04-21,2025-04-20
SO0007225,CUST0159,PRD0073,WH04,SM1,207,207,1021.77,94754.25,2024-11-18,2024-11-21,2024-11-26,2024-11-25
SO0007226,CUST0017,PRD0024,WH03,SM2,,207,$186.04,73044.09,2024-05-22,2024/05/23,2024/06/24,2024-06-22
SO0007227,CUST0188,PRD0024,WH05,SM4,205,205,173.61,72338.35,2024-09-02,2024-09-05,2024-09-19,2024-09-18
SO0007228,CUST0052,PRD0043,WH04,SM3,150,100000,273.73,105145.5,2024-11-27,2024-11-30,12/09/2024,2024-12-06
SO0007229,CUST0140,PRD0073,WH04,SM3,271,271,333.15,124050.25,2025-07-27,2025-07-29,2025-08-07,2025-08-05
SO0007230,CUST0167,PRD0045,WH02,SM2,97,97,74.33,34717.27,29-Mar-2024,2024-03-31,2024-05-02,05/07/2024
SO0007231,CUST0152,PRD0039,WH03,SM1,180,180,915.74,67708.8,2024-06-07,09-Jun-2024,2024-06-14,12-Jun-2024
SO0007232,CUST0148,PRD0005,WH04,SM2,37,37,25.7,17470.29,03/22/2025,2025-03-24,2025/04/25,05/01/2025
SO0007233,CUST0191,PRD0027,WH02,SM3,66,66,97.88,"35,221.56",01/10/2024,11-Jan-2024,20-Jan-2024,2024-01-19
SO0007234,CUST0073,PRD0012,WH04,SM1,,262,962.74,32566.6,2025/01/07,2025/01/10,2025/01/15,2025-01-12
SO0007235,CUST0137,PRD0011,WH06,SM2,222,222,192.01,29574.84,08/01/2024,04-Aug-2024,09/05/2024,2024-09-02
SO0007236,CUST0167,PRD0009,WH06,SM3,141,141,261.33,32059.17,2025/10/09,2025-10-11,2025-10-20,2025-10-17
