PO_ID,SUPPLIER_KEY,PRODUCT_KEY,WAREHOUSE_KEY,ORDER_DATE_KEY,PROMISED_DATE_KEY,RECEIVED_DATE_KEY,ORDER_QTY,RECEIVED_QTY,UNIT_COST,PO_AMOUNT
PO001435,SUP010,PRD0010,WH02,20240112,20240201,20240131,672,672,42.31,28432.32
PO001436,SUP005,PRD0013,WH05,20241114,20241126,20241124,488,488,127.58,62259.04
PO001437,SUP006,PRD0070,WH04,20241202,20250104,20250101,536,444,340.52,182518.72
PO001438,SUP018,PRD0032,WH05,20250901,20251012,20251012,724,557,160.48,116187.52
PO001439,SUP017,PRD0080,WH02,20240711,20240720,20240803,1310,1310,376.53,493254.3
PO001440,SUP008,PRD0006,WH01,20241119,20241130,20241130,304,304,208.45,63368.8
PO001441,SUP001,PRD0023,WH05,20250502,20250514,20250514,1454,1454,48.11,69951.94
PO001442,SUP008,PRD0030,WH04,20240211,20240222,20240219,494,494,65.68,32445.92
PO001443,SUP018,PRD0032,WH06,20250628,20250808,20250808,411,411,160.48,65957.28
PO001444,SUP004,PRD0012,WH01,20250713,20250728,20250727,897,897,75.81,68001.57
PO001445,SUP002,PRD0028,WH02,20250504,20250523,20250522,1406,1406,239.8,337158.8
PO001446,SUP002,PRD0035,WH04,20250316,20250404,20250401,1068,1068,152.58,162955.44
PO001447,SUP016,PRD0051,WH01,20250523,20250611,20250608,1103,1103,72.66,80143.98
PO001448,SUP004,PRD0057,WH03,20250615,20250630,20250724,201,201,63.37,12737.37
PO001449,SUP004,PRD0047,WH03,20250906,20250921,20250918,991,991,247.68,245450.88
PO001450,SUP016,PRD0025,WH04,20241018,20241106,20241106,678,678,167.97,113883.66
PO001451,SUP022,PRD0037,WH01,20241106,20241115,20241112,1042,1042,361.55,376735.1
PO001452,SUP005,PRD0007,WH01,20250309,20250321,20250318,1081,1081,22.74,24581.94
PO001453,SUP002,PRD0076,WH05,20240511,20240530,20240528,971,971,354.24,343967.04
PO001454,SUP001,PRD0062,WH05,20250805,20250817,20250816,1363,1363,184.46,251418.98
PO001455,SUP018,PRD0032,WH01,20250607,20250718,20250731,784,784,160.48,125816.32
PO001456,SUP001,PRD0020,WH03,20250305,20250317,20250314,1100,1100,224.3,246730.0
PO001457,SUP024,PRD0018,WH02,20240724,20240805,20240802,1045,1045,162.04,169331.8
PO001458,SUP024,PRD0011,WH03,20240824,20240905,20240903,1155,1155,100.18,115707.9
PO001459,SUP006,PRD0027,WH02,20241022,20241124,20241123,438,438,299.68,131259.84
PO001460,SUP023,PRD0008,WH01,20250326,20250406,20250406,1461,1461,300.7,439322.7
PO001461,SUP002,PRD0072,WH01,20250613,20250702,20250701,429,365,84.7,36336.3
PO001462,SUP021,PRD0005,WH02,20250401,20250421,20250418,536,536,324.26,173803.36
PO001463,SUP002,PRD0076,WH01,20250924,20251013,20251104,1162,1094,354.24,411626.88
PO001464,SUP024,PRD0071,WH02,20251015,20251027,20251027,1282,1282,309.98,397394.36
PO001465,SUP001,PRD0062,WH01,20250424,20250506,20250503,400,400,184.46,73784.0
PO001466,SUP005,PRD0007,WH03,20240909,20240921,20240921,1445,1445,22.74,32859.3
PO001467,SUP016,PRD0025,WH05,20250211,20250302,20250302,200,200,167.97,33594.0
PO001468,SUP009,PRD0044,WH02,20241016,20241027,20241025,741,741,216.5,160426.5
PO001469,SUP024,PRD0018,WH01,20250303,20250315,20250314,84,84,162.04,13611.36
PO001470,SUP002,PRD0076,WH06,20250706,20250725,20250723,914,914,354.24,323775.36
PO001471,SUP003,PRD0077,WH04,20240908,20241013,20241019,1448,1448,77.5,112220.0
PO001472,SUP021,PRD0049,WH04,20241209,20241229,20241226,51,51,239.5,12214.5
PO001473,SUP005,PRD0068,WH04,20240201,20240213,20240211,584,584,364.7,212984.8
PO001474,SUP024,PRD0050,WH02,20250515,20250527,20250526,1382,1382,105.09,145234.38
PO001475,SUP017,PRD0066,WH03,20241129,20241208,20241207,1193,1193,261.8,312327.4
PO001476,SUP013,PRD0009,WH04,20241108,20241120,20241120,229,229,129.79,29721.91
PO001477,SUP016,PRD0051,WH04,20241228,20250116,20250113,1382,1382,72.66,100416.12
PO001478,SUP024,PRD0022,WH06,20240526,20240607,20240606,709,709,322.72,228808.48
PO001479,SUP001,PRD0023,WH06,20250210,20250222,20250221,1237,1237,48.11,59512.07
PO001480,SUP004,PRD0021,WH02,20250521,20250605,20250605,1410,1410,170.55,240475.5
PO001481,SUP010,PRD0042,WH05,20240825,20240914,20241006,1457,1238,134.36,195762.52
PO001482,SUP004,PRD0015,WH03,20240330,20240414,20240425,366,366,272.68,99800.88
PO001483,SUP019,PRD0073,WH06,20240920,20241025,20241114,827,827,253.85,209933.95
PO001484,SUP010,PRD0042,WH04,20240515,20240604,20240625,924,924,134.36,124148.64
PO001485,SUP003,PRD0002,WH04,20240911,20241016,20241105,1373,1373,270.53,371437.69
PO001486,SUP002,PRD0035,WH04,20250302,20250321,20250320,704,704,152.58,107416.32
PO001487,SUP021,PRD0036,WH04,20240318,20240407,20240404,539,539,25.52,13755.28
PO001488,SUP002,PRD0028,WH01,20250523,20250611,20250609,1081,1081,239.8,259223.8
PO001489,SUP006,PRD0027,WH01,20240601,20240704,20240714,426,368,299.68,127663.68
PO001490,SUP012,PRD0063,WH05,20250831,20250910,20250909,312,312,179.71,56069.52
PO001491,SUP006,PRD0004,WH05,20250513,20250615,20250612,1157,1157,19.78,22885.46
PO001492,SUP005,PRD0013,WH06,20240704,20240716,20240715,109,109,127.58,13906.22
PO001493,SUP024,PRD0018,WH06,20250117,20250129,20250127,223,223,162.04,36134.92
PO001494,SUP004,PRD0047,WH04,20240316,20240331,20240328,1331,1331,247.68,329662.08
PO001495,SUP019,PRD0046,WH06,20240308,20240412,20240502,468,399,84.95,39756.6
PO001496,SUP020,PRD0055,WH04,20251012,20251121,20251118,247,201,270.14,66724.58
PO001497,SUP022,PRD0033,WH06,20250629,20250708,20250728,1163,1163,341.2,396815.6
PO001498,SUP013,PRD0053,WH05,20240415,20240427,20240427,1248,1248,241.84,301816.32
PO001499,SUP010,PRD0010,WH06,20240711,20240731,20240729,431,363,42.31,18235.61
PO001500,SUP024,PRD0011,WH06,20240514,20240526,20240524,801,801,100.18,80244.18
PO001501,SUP013,PRD0014,WH04,20240925,20241007,20241005,1448,1448,61.84,89544.32
PO001502,SUP019,PRD0003,WH05,20240717,20240821,20240821,935,878,308.62,288559.7
PO001503,SUP003,PRD0054,WH03,20240811,20240915,20240914,417,417,39.65,16534.05
PO001504,SUP021,PRD0005,WH03,20241225,20250114,20250125,657,657,324.26,213038.82
PO001505,SUP019,PRD0074,WH05,20240508,20240612,20240609,421,303,81.25,34206.25
PO001506,SUP006,PRD0004,WH03,20250823,20250925,20250922,383,383,19.78,7575.74
PO001507,SUP008,PRD0030,WH02,20250509,20250520,20250518,1352,1352,65.68,88799.36
PO001508,SUP006,PRD0024,WH03,20250601,20250704,20250704,1447,1447,214.65,310598.55
PO001509,SUP010,PRD0010,WH06,20240425,20240515,20240514,1436,1436,42.31,60757.16
PO001510,SUP006,PRD0070,WH01,20250426,20250529,20250526,380,333,340.52,129397.6
PO001511,SUP017,PRD0080,WH05,20250722,20250731,20250730,1077,1077,376.53,405522.81
PO001512,SUP024,PRD0071,WH06,20240429,20240511,20240510,906,906,309.98,280841.88
PO001513,SUP021,PRD0036,WH04,20250525,20250614,20250614,394,394,25.52,10054.88
PO001514,SUP003,PRD0077,WH03,20240831,20241005,20241005,1233,1233,77.5,95557.5
PO001515,SUP020,PRD0056,WH05,20250619,20250729,20250729,677,491,111.86,75729.22
PO001516,SUP002,PRD0072,WH05,20241121,20241210,20241210,1307,1307,84.7,110702.9
PO001517,SUP005,PRD0013,WH05,20250629,20250711,20250711,671,671,127.58,85606.18
PO001518,SUP023,PRD0008,WH03,20240410,20240421,20240420,204,204,300.7,61342.8
PO001519,SUP001,PRD0023,WH04,20240921,20241003,20241001,290,290,48.11,13951.9
PO001520,SUP006,PRD0004,WH03,20240704,20240806,20240823,1356,1356,19.78,26821.68
PO001521,SUP017,PRD0026,WH05,20240617,20240626,20240623,1433,1433,347.66,498196.78
PO001522,SUP005,PRD0013,WH03,20240728,20240809,20240806,172,172,127.58,21943.76
PO001523,SUP002,PRD0076,WH02,20240917,20241006,20241005,313,285,354.24,110877.12
PO001524,SUP017,PRD0019,WH06,20240327,20240405,20240404,1364,1364,382.47,521689.08
PO001525,SUP021,PRD0005,WH02,20250425,20250515,20250512,474,474,324.26,153699.24
PO001526,SUP023,PRD0008,WH01,20250109,20250120,20250118,1040,1040,300.7,312728.0
PO001527,SUP010,PRD0058,WH01,20250717,20250806,20250805,1051,1051,293.23,308184.73
PO001528,SUP002,PRD0028,WH01,20250424,20250513,20250512,1138,1138,239.8,272892.4
PO001529,SUP003,PRD0002,WH01,20240411,20240516,20240524,1320,1320,270.53,357099.6
PO001530,SUP017,PRD0026,WH02,20240217,20240226,20240223,1093,1093,347.66,379992.38
PO001531,SUP008,PRD0065,WH06,20241014,20241025,20241025,903,903,335.57,303019.71
PO001532,SUP019,PRD0003,WH06,20241123,20241228,20250109,1192,1192,308.62,367875.04
PO001533,SUP006,PRD0027,WH05,20240612,20240715,20240806,1437,1437,299.68,430640.16
PO001534,SUP006,PRD0027,WH04,20250615,20250718,20250718,1066,918,299.68,319458.88
PO001535,SUP018,PRD0016,WH02,20250130,20250312,20250310,947,679,234.54,222109.38
PO001536,SUP017,PRD0026,WH03,20250523,20250601,20250530,777,777,347.66,270131.82
PO001537,SUP019,PRD0046,WH03,20240315,20240419,20240418,220,220,84.95,18689.0
PO001538,SUP016,PRD0025,WH04,20250708,20250727,20250724,935,935,167.97,157051.95
PO001539,SUP004,PRD0021,WH02,20240520,20240604,20240601,192,192,170.55,32745.6
PO001540,SUP024,PRD0018,WH01,20241031,20241112,20241112,308,308,162.04,49908.32
PO001541,SUP006,PRD0034,WH01,20241025,20241127,20241127,985,723,103.51,101957.35
PO001542,SUP004,PRD0021,WH04,20250711,20250726,20250725,502,502,170.55,85616.1
PO001543,SUP017,PRD0026,WH01,20240707,20240716,20240714,1336,1336,347.66,464473.76
PO001544,SUP020,PRD0038,WH04,20240612,20240722,20240806,588,588,258.78,152162.64
PO001545,SUP001,PRD0067,WH01,20240818,20240830,20240827,189,189,100.13,18924.57
PO001546,SUP013,PRD0009,WH02,20240902,20240914,20240911,1027,1027,129.79,133294.33
PO001547,SUP001,PRD0020,WH01,20240503,20240515,20240530,128,128,224.3,28710.4
PO001548,SUP009,PRD0044,WH05,20240429,20240510,20240510,686,686,216.5,148519.0
PO001549,SUP020,PRD0059,WH05,20240606,20240716,20240713,1199,1199,194.35,233025.65
PO001550,SUP004,PRD0047,WH04,20241113,20241128,20241128,1241,1241,247.68,307370.88
PO001551,SUP025,PRD0075,WH02,20240821,20240831,20240830,412,412,246.56,101582.72
PO001552,SUP019,PRD0046,WH03,20240923,20241028,20241107,398,398,84.95,33810.1
PO001553,SUP020,PRD0055,WH03,20250503,20250612,20250612,382,382,270.14,103193.48
PO001554,SUP021,PRD0001,WH03,20240612,20240702,20240701,862,729,358.98,309440.76
PO001555,SUP021,PRD0005,WH02,20250910,20250930,20250928,248,248,324.26,80416.48
PO001556,SUP012,PRD0052,WH05,20250526,20250605,20250603,319,319,211.44,67449.36
PO001557,SUP012,PRD0063,WH02,20240428,20240508,20240513,345,345,179.71,61999.95
PO001558,SUP002,PRD0072,WH03,20240801,20240820,20240819,233,233,84.7,19735.1
PO001559,SUP006,PRD0070,WH02,20240504,20240606,20240604,926,926,340.52,315321.52
PO001560,SUP020,PRD0055,WH01,20240704,20240813,20240902,462,439,270.14,124804.68
PO001561,SUP019,PRD0074,WH03,20240905,20241010,20241008,1260,1260,81.25,102375.0
PO001562,SUP001,PRD0069,WH01,20240330,20240411,20240411,759,759,25.4,19278.6
PO001563,SUP017,PRD0080,WH05,20240110,20240119,20240119,1115,1115,376.53,419830.95
PO001564,SUP017,PRD0019,WH04,20241025,20241103,20241102,1440,1440,382.47,550756.8
PO001565,SUP013,PRD0014,WH05,20250421,20250503,20250501,426,426,61.84,26343.84
PO001566,SUP019,PRD0046,WH01,20240725,20240829,20240829,635,635,84.95,53943.25
PO001567,SUP003,PRD0077,WH04,20250808,20250912,20250912,201,201,77.5,15577.5
PO001568,SUP004,PRD0012,WH03,20240908,20240923,20240920,1054,1054,75.81,79903.74
PO001569,SUP012,PRD0052,WH03,20250904,20250914,20250914,792,792,211.44,167460.48
PO001570,SUP013,PRD0053,WH01,20240609,20240621,20240618,1053,1053,241.84,254657.52
PO001571,SUP022,PRD0033,WH05,20250101,20250110,20250110,931,931,341.2,317657.2
PO001572,SUP016,PRD0051,WH03,20250602,20250621,20250618,204,204,72.66,14822.64
PO001573,SUP010,PRD0010,WH02,20240210,20240301,20240229,786,786,42.31,33255.66
PO001574,SUP020,PRD0038,WH04,20250924,20251103,20251031,523,523,258.78,135341.94
PO001575,SUP024,PRD0022,WH05,20240905,20240917,20240914,1117,1117,322.72,360478.24
PO001576,SUP019,PRD0046,WH03,20241204,20250108,20250113,127,127,84.95,10788.65
PO001577,SUP008,PRD0065,WH01,20250303,20250314,20250311,720,720,335.57,241610.4
PO001578,SUP005,PRD0068,WH04,20250313,20250325,20250323,340,340,364.7,123998.0
PO001579,SUP006,PRD0070,WH05,20240117,20240219,20240218,1329,1329,340.52,452551.08
PO001580,SUP020,PRD0038,WH04,20250812,20250921,20251005,298,259,258.78,77116.44
PO001581,SUP019,PRD0046,WH05,20250228,20250404,20250403,679,679,84.95,57681.05
PO001582,SUP024,PRD0022,WH06,20251110,20251122,20251122,144,144,322.72,46471.68
PO001583,SUP024,PRD0011,WH02,20241116,20241128,20241125,466,466,100.18,46683.88
PO001584,SUP010,PRD0040,WH02,20250221,20250313,20250311,823,823,257.63,212029.49
PO001585,SUP012,PRD0063,WH02,20241026,20241105,20241104,1073,1073,179.71,192828.83
PO001586,SUP022,PRD0037,WH02,20250828,20250906,20250904,708,708,361.55,255977.4
PO001587,SUP017,PRD0066,WH03,20250720,20250729,20250728,1035,1035,261.8,270963.0
PO001588,SUP001,PRD0023,WH05,20250909,20250921,20250919,1467,1467,48.11,70577.37
PO001589,SUP017,PRD0080,WH04,20241208,20241217,20241215,300,300,376.53,112959.0
PO001590,SUP025,PRD0075,WH03,20250622,20250702,20250701,590,590,246.56,145470.4
PO001591,SUP005,PRD0007,WH02,20240831,20240912,20240909,159,159,22.74,3615.66
PO001592,SUP004,PRD0015,WH04,20241109,20241124,20241203,1136,1136,272.68,309764.48
PO001593,SUP016,PRD0051,WH04,20250531,20250619,20250617,1415,1415,72.66,102813.9
PO001594,SUP025,PRD0075,WH01,20240225,20240306,20240306,224,224,246.56,55229.44
PO001595,SUP008,PRD0029,WH05,20250428,20250509,20250509,280,280,61.83,17312.4
PO001596,SUP004,PRD0057,WH06,20240111,20240126,20240123,100,100,63.37,6337.0
PO001597,SUP005,PRD0013,WH06,20250129,20250210,20250209,832,832,127.58,106146.56
PO001598,SUP002,PRD0035,WH02,20241120,20241209,20241209,1281,1281,152.58,195454.98
PO001599,SUP021,PRD0005,WH02,20241114,20241204,20241203,123,123,324.26,39883.98
PO001600,SUP010,PRD0040,WH01,20241202,20241222,20241222,421,421,257.63,108462.23
PO001601,SUP020,PRD0038,WH04,20241130,20250109,20250126,1442,1442,258.78,373160.76
PO001602,SUP006,PRD0027,WH01,20241004,20241106,20241117,80,80,299.68,23974.4
PO001603,SUP004,PRD0047,WH01,20241102,20241117,20241116,57,57,247.68,14117.76
PO001604,SUP020,PRD0055,WH03,20250121,20250302,20250301,470,422,270.14,126965.8
PO001605,SUP024,PRD0071,WH03,20250603,20250615,20250612,1233,1233,309.98,382205.34
PO001606,SUP017,PRD0026,WH03,20250110,20250119,20250119,106,106,347.66,36851.96
PO001607,SUP004,PRD0021,WH01,20250312,20250327,20250327,271,271,170.55,46219.05
PO001608,SUP020,PRD0056,WH05,20250722,20250831,20250915,954,954,111.86,106714.44
PO001609,SUP002,PRD0031,WH01,20251103,20251122,20251121,456,456,73.98,33734.88
PO001610,SUP005,PRD0007,WH06,20240314,20240326,20240324,388,388,22.74,8823.12
PO001611,SUP002,PRD0072,WH01,20250429,20250518,20250518,90,90,84.7,7623.0
PO001612,SUP022,PRD0033,WH05,20240602,20240611,20240611,73,61,341.2,24907.6
PO001613,SUP021,PRD0036,WH03,20240513,20240602,20240601,803,803,25.52,20492.56
PO001614,SUP020,PRD0064,WH04,20250623,20250802,20250810,487,487,48.68,23707.16
PO001615,SUP010,PRD0040,WH01,20240216,20240307,20240323,493,493,257.63,127011.59
PO001616,SUP016,PRD0025,WH06,20250730,20250818,20250815,228,228,167.97,38297.16
PO001617,SUP020,PRD0055,WH03,20250607,20250717,20250802,674,674,270.14,182074.36
PO001618,SUP021,PRD0045,WH04,20251107,20251127,20251126,129,90,215.43,27790.47
PO001619,SUP010,PRD0042,WH06,20250330,20250419,20250419,159,159,134.36,21363.24
PO001620,SUP019,PRD0073,WH05,20250816,20250920,20250919,887,887,253.85,225164.95
PO001621,SUP018,PRD0017,WH01,20240321,20240501,20240506,203,203,296.9,60270.7
PO001622,SUP010,PRD0042,WH03,20250828,20250917,20250916,1195,1195,134.36,160560.2
PO001623,SUP019,PRD0074,WH06,20240419,20240524,20240522,670,534,81.25,54437.5
PO001624,SUP020,PRD0064,WH05,20240801,20240910,20240909,553,553,48.68,26920.04
PO001625,SUP004,PRD0021,WH04,20240328,20240412,20240409,1297,1297,170.55,221203.35
PO001626,SUP019,PRD0073,WH01,20240930,20241104,20241121,675,675,253.85,171348.75
PO001627,SUP016,PRD0025,WH06,20250524,20250612,20250612,909,769,167.97,152684.73
PO001628,SUP010,PRD0010,WH03,20240701,20240721,20240719,272,272,42.31,11508.32
PO001629,SUP020,PRD0059,WH03,20250713,20250822,20250829,691,691,194.35,134295.85
PO001630,SUP024,PRD0018,WH05,20250216,20250228,20250318,517,517,162.04,83774.68
PO001631,SUP010,PRD0042,WH05,20250303,20250323,20250322,534,534,134.36,71748.24
PO001632,SUP019,PRD0003,WH04,20250930,20251104,20251102,767,605,308.62,236711.54
PO001633,SUP006,PRD0070,WH03,20241020,20241122,20241129,1459,1106,340.52,496818.68
PO001634,SUP024,PRD0079,WH01,20240822,20240903,20240903,663,663,124.03,82231.89
PO001635,SUP017,PRD0026,WH06,20251107,20251116,20251115,654,654,347.66,227369.64
PO001636,SUP002,PRD0076,WH03,20250113,20250201,20250131,1085,1085,354.24,384350.4
PO001637,SUP005,PRD0013,WH06,20250221,20250305,20250305,430,323,127.58,54859.4
PO001638,SUP020,PRD0064,WH01,20240720,20240829,20240826,620,620,48.68,30181.6
PO001639,SUP008,PRD0030,WH01,20240526,20240606,20240604,807,807,65.68,53003.76
PO001640,SUP001,PRD0067,WH05,20240425,20240507,20240505,260,260,100.13,26033.8
PO001641,SUP006,PRD0027,WH01,20240601,20240704,20240703,396,314,299.68,118673.28
PO001642,SUP013,PRD0053,WH03,20240512,20240524,20240521,1242,1242,241.84,300365.28
PO001643,SUP002,PRD0035,WH02,20250522,20250610,20250617,514,514,152.58,78426.12
PO001644,SUP003,PRD0048,WH05,20240209,20240315,20240312,381,381,374.7,142760.7
PO001645,SUP019,PRD0003,WH03,20250303,20250407,20250404,1171,1108,308.62,361394.02
PO001646,SUP001,PRD0023,WH06,20251007,20251019,20251018,160,160,48.11,7697.6
PO001647,SUP018,PRD0016,WH04,20250604,20250715,20250712,313,313,234.54,73411.02
PO001648,SUP018,PRD0032,WH03,20240930,20241110,20241108,1259,1259,160.48,202044.32
PO001649,SUP018,PRD0060,WH04,20240210,20240322,20240319,866,866,380.72,329703.52
PO001650,SUP018,PRD0017,WH04,20250721,20250831,20250830,999,999,296.9,296603.1
PO001651,SUP018,PRD0032,WH06,20240103,20240213,20240217,655,655,160.48,105114.4
PO001652,SUP006,PRD0070,WH03,20250408,20250511,20250530,1000,940,340.52,340520.0
PO001653,SUP017,PRD0026,WH03,20250401,20250410,20250408,690,690,347.66,239885.4
PO001654,SUP010,PRD0010,WH03,20240510,20240530,20240528,57,57,42.31,2411.67
PO001655,SUP002,PRD0031,WH02,20250518,20250606,20250615,785,785,73.98,58074.3
PO001656,SUP025,PRD0075,WH03,20240429,20240509,20240506,1308,1213,246.56,322500.48
PO001657,SUP002,PRD0028,WH06,20240602,20240621,20240619,439,439,239.8,105272.2
PO001658,SUP022,PRD0033,WH04,20250706,20250715,20250712,1132,1132,341.2,386238.4
PO001659,SUP021,PRD0049,WH02,20251027,20251116,20251115,1276,1276,239.5,305602.0
PO001660,SUP002,PRD0072,WH04,20240629,20240718,20240716,1228,1228,84.7,104011.6
PO001661,SUP016,PRD0051,WH05,20250918,20251007,20251007,779,779,72.66,56602.14
PO001662,SUP020,PRD0059,WH03,20250913,20251023,20251022,165,165,194.35,32067.75
PO001663,SUP012,PRD0063,WH04,20250607,20250617,20250617,128,128,179.71,23002.88
PO001664,SUP024,PRD0050,WH03,20240405,20240417,20240417,1311,1311,105.09,137772.99
PO001665,SUP020,PRD0038,WH05,20240722,20240831,20240830,1475,1475,258.78,381700.5
PO001666,SUP019,PRD0003,WH04,20250405,20250510,20250507,496,496,308.62,153075.52
PO001667,SUP016,PRD0061,WH01,20251110,20251129,20251129,1054,1054,53.16,56030.64
PO001668,SUP010,PRD0010,WH02,20250707,20250727,20250817,596,436,42.31,25216.76
PO001669,SUP024,PRD0018,WH06,20241012,20241024,20241021,1242,1242,162.04,201253.68
PO001670,SUP024,PRD0071,WH03,20240608,20240620,20240617,890,890,309.98,275882.2
PO001671,SUP001,PRD0067,WH06,20251015,20251027,20251027,649,649,100.13,64984.37
PO001672,SUP017,PRD0080,WH02,20240706,20240715,20240714,499,499,376.53,187888.47
PO001673,SUP021,PRD0001,WH06,20240820,20240909,20240908,951,951,358.98,341389.98
PO001674,SUP006,PRD0034,WH05,20251017,20251119,20251130,1441,1441,103.51,149157.91
PO001675,SUP001,PRD0023,WH02,20250116,20250128,20250127,672,672,48.11,32329.92
PO001676,SUP020,PRD0038,WH01,20240628,20240807,20240804,1406,1406,258.78,363844.68
PO001677,SUP021,PRD0036,WH04,20240104,20240124,20240123,67,67,25.52,1709.84
PO001678,SUP020,PRD0059,WH03,20241019,20241128,20241126,545,545,194.35,105920.75
PO001679,SUP014,PRD0039,WH02,20251101,20251125,20251125,52,52,208.12,10822.24
PO001680,SUP010,PRD0058,WH03,20241021,20241110,20241130,114,114,293.23,33428.22
PO001681,SUP003,PRD0077,WH04,20250420,20250525,20250606,976,976,77.5,75640.0
PO001682,SUP003,PRD0002,WH04,20240621,20240726,20240723,1170,1170,270.53,316520.1
PO001683,SUP022,PRD0037,WH05,20250611,20250620,20250620,995,995,361.55,359742.25
PO001684,SUP021,PRD0005,WH05,20250611,20250701,20250629,759,759,324.26,246113.34
PO001685,SUP020,PRD0055,WH01,20250217,20250329,20250327,1157,1157,270.14,312551.98
PO001686,SUP001,PRD0067,WH05,20250608,20250620,20250619,1027,1027,100.13,102833.51
PO001687,SUP004,PRD0057,WH04,20250128,20250212,20250211,336,336,63.37,21292.32
PO001688,SUP009,PRD0044,WH06,20240914,20240925,20240925,1403,1166,216.5,303749.5
PO001689,SUP002,PRD0076,WH05,20250516,20250604,20250601,394,394,354.24,139570.56
PO001690,SUP003,PRD0077,WH03,20250721,20250825,20250830,521,456,77.5,40377.5
PO001691,SUP008,PRD0006,WH05,20250725,20250805,20250805,731,731,208.45,152376.95
PO001692,SUP025,PRD0075,WH02,20240524,20240603,20240531,233,233,246.56,57448.48
PO001693,SUP024,PRD0071,WH04,20250405,20250417,20250415,437,437,309.98,135461.26
PO001694,SUP024,PRD0071,WH04,20240103,20240115,20240112,970,970,309.98,300680.6
PO001695,SUP021,PRD0049,WH06,20250123,20250212,20250307,971,971,239.5,232554.5
PO001696,SUP022,PRD0033,WH03,20250123,20250201,20250201,1165,1165,341.2,397498.0
PO001697,SUP024,PRD0018,WH02,20240904,20240916,20240916,232,232,162.04,37593.28
PO001698,SUP018,PRD0017,WH03,20251106,20251217,20251224,396,396,296.9,117572.4
PO001699,SUP020,PRD0064,WH02,20250823,20251002,20250930,944,944,48.68,45953.92
PO001700,SUP022,PRD0037,WH06,20240127,20240205,20240209,1264,1264,361.55,456999.2
PO001701,SUP018,PRD0060,WH03,20240522,20240702,20240702,559,417,380.72,212822.48
PO001702,SUP006,PRD0070,WH02,20240521,20240623,20240620,932,653,340.52,317364.64
PO001703,SUP024,PRD0050,WH04,20250902,20250914,20250914,1198,1198,105.09,125897.82
PO001704,SUP004,PRD0015,WH01,20241218,20250102,20241231,907,907,272.68,247320.76
PO001705,SUP002,PRD0035,WH04,20250510,20250529,20250617,505,505,152.58,77052.9
PO001706,SUP016,PRD0061,WH06,20250704,20250723,20250720,1204,1204,53.16,64004.64
PO001707,SUP004,PRD0021,WH03,20250605,20250620,20250618,918,918,170.55,156564.9
PO001708,SUP024,PRD0079,WH01,20240301,20240313,20240311,546,546,124.03,67720.38
PO001709,SUP002,PRD0072,WH03,20240405,20240424,20240508,196,196,84.7,16601.2
PO001710,SUP002,PRD0028,WH03,20240925,20241014,20241014,453,453,239.8,108629.4
PO001711,SUP024,PRD0018,WH04,20240818,20240830,20240827,637,637,162.04,103219.48
PO001712,SUP006,PRD0027,WH06,20250523,20250625,20250706,1384,1384,299.68,414757.12
PO001713,SUP008,PRD0029,WH06,20240416,20240427,20240426,1202,1202,61.83,74319.66
PO001714,SUP001,PRD0067,WH06,20240909,20240921,20240920,1125,1125,100.13,112646.25
PO001715,SUP003,PRD0077,WH05,20240609,20240714,20240805,326,326,77.5,25265.0
PO001716,SUP020,PRD0064,WH03,20240508,20240617,20240702,1088,993,48.68,52963.84
PO001717,SUP001,PRD0023,WH04,20240427,20240509,20240507,971,971,48.11,46714.81
PO001718,SUP002,PRD0031,WH04,20240512,20240531,20240622,1498,1498,73.98,110822.04
PO001719,SUP016,PRD0061,WH05,20250118,20250206,20250205,709,709,53.16,37690.44
PO001720,SUP022,PRD0033,WH02,20241005,20241014,20241012,965,965,341.2,329258.0
PO001721,SUP008,PRD0065,WH03,20241022,20241102,20241101,685,685,335.57,229865.45
PO001722,SUP019,PRD0073,WH03,20241122,20241227,20241225,1488,1306,253.85,377728.8
PO001723,SUP019,PRD0046,WH05,20250518,20250622,20250619,1160,1160,84.95,98542.0
PO001724,SUP006,PRD0004,WH03,20250809,20250911,20250908,1142,1142,19.78,22588.76
PO001725,SUP010,PRD0040,WH02,20241223,20250112,20250112,1094,1094,257.63,281847.22
PO001726,SUP006,PRD0070,WH04,20250312,20250414,20250414,1173,1173,340.52,399429.96
PO001727,SUP012,PRD0052,WH06,20250517,20250527,20250524,200,200,211.44,42288.0
PO001728,SUP004,PRD0015,WH01,20250414,20250429,20250429,412,412,272.68,112344.16
PO001729,SUP003,PRD0054,WH04,20240401,20240506,20240505,704,704,39.65,27913.6
PO001730,SUP002,PRD0035,WH02,20251030,20251118,20251116,207,207,152.58,31584.06
PO001731,SUP016,PRD0051,WH06,20240422,20240511,20240511,1385,1385,72.66,100634.1
PO001732,SUP012,PRD0041,WH06,20241007,20241017,20241014,259,259,169.67,43944.53
PO001733,SUP021,PRD0045,WH01,20250319,20250408,20250406,1238,1238,215.43,266702.34
PO001734,SUP019,PRD0074,WH04,20241001,20241105,20241105,158,118,81.25,12837.5
PO001735,SUP006,PRD0034,WH02,20240614,20240717,20240715,1366,1124,103.51,141394.66
PO001736,SUP003,PRD0054,WH06,20250919,20251024,20251024,1345,1345,39.65,53329.25
PO001737,SUP012,PRD0041,WH03,20240218,20240228,20240226,1498,1498,169.67,254165.66
