SO_ID,CUSTOMER_KEY,PRODUCT_KEY,WAREHOUSE_KEY,SHIP_MODE_KEY,ORDER_DATE_KEY,SHIP_DATE_KEY,PROMISED_DATE_KEY,DELIVERY_DATE_KEY,ORDER_QTY,SHIPPED_QTY,FREIGHT_COST,REVENUE
SO0002412,CUST0183,PRD0039,WH04,SM3,20240729,20240731,20240809,20240816,68,68,123.44,25578.88
SO0002413,CUST0013,PRD0033,WH01,SM2,20240708,20240711,20240812,20240821,196,187,155.16,81558.18
SO0002414,CUST0085,PRD0076,WH04,SM1,20250905,20250908,20250913,20250911,211,185,736.01,112143.3
SO0002415,CUST0127,PRD0017,WH04,SM3,20241021,20241023,20241101,20241029,150,150,180.56,59463.0
SO0002416,CUST0139,PRD0007,WH02,SM1,20240927,20240928,20241003,20240930,248,248,1159.62,8645.28
SO0002417,CUST0148,PRD0059,WH06,SM2,20251022,20251023,20251124,20251121,255,255,239.07,74072.4
SO0002418,CUST0153,PRD0033,WH01,SM3,20240320,20240322,20240331,20240328,269,269,379.63,117321.66
SO0002419,CUST0102,PRD0030,WH06,SM1,20250703,20250705,20250710,20250708,252,252,865.47,21931.56
SO0002420,CUST0053,PRD0026,WH04,SM3,20250821,20250823,20250901,20250829,13,13,20.9,6982.95
SO0002421,CUST0069,PRD0015,WH05,SM1,20241106,20241107,20241112,20241110,55,55,225.83,19934.2
SO0002422,CUST0090,PRD0034,WH05,SM1,20240211,20240213,20240218,20240215,233,233,888.35,39102.06
SO0002423,CUST0026,PRD0020,WH01,SM2,20250730,20250802,20250903,20250901,79,79,52.49,29451.99
SO0002424,CUST0033,PRD0051,WH03,SM4,20240513,20240516,20240530,20240529,146,146,117.58,17156.46
SO0002425,CUST0124,PRD0053,WH01,SM2,20241209,20241210,20250111,20250110,187,187,137.65,83905.03
SO0002426,CUST0141,PRD0078,WH03,SM1,20241028,20241030,20241104,20241102,257,236,783.32,98145.32
SO0002427,CUST0094,PRD0006,WH04,SM4,20251115,20251117,20251201,20251129,274,274,233.86,80895.76
SO0002428,CUST0180,PRD0026,WH06,SM1,20250214,20250215,20250220,20250218,232,232,919.06,124618.8
SO0002429,CUST0188,PRD0029,WH06,SM4,20250921,20250924,20251008,20251007,140,140,150.72,16002.0
SO0002430,CUST0136,PRD0003,WH03,SM4,20250216,20250219,20250305,20250302,196,181,174.02,73737.59
SO0002431,CUST0116,PRD0026,WH06,SM4,20250301,20250304,20250318,20250316,204,204,227.69,109578.6
SO0002432,CUST0048,PRD0062,WH06,SM2,20241206,20241207,20250108,20250106,191,191,158.14,62942.14
SO0002433,CUST0124,PRD0029,WH02,SM4,20241219,20241220,20250103,20241231,94,94,99.17,10744.2
SO0002434,CUST0076,PRD0018,WH04,SM2,20250112,20250114,20250215,20250214,159,159,135.05,37245.75
SO0002435,CUST0071,PRD0031,WH01,SM3,20250729,20250801,20250810,20250807,32,32,48.87,3041.28
SO0002436,CUST0003,PRD0075,WH06,SM2,20250727,20250730,20250831,20250829,280,280,289.37,88740.4
SO0002437,CUST0200,PRD0039,WH03,SM4,20250801,20250802,20250816,20250814,207,207,231.16,77865.12
SO0002438,CUST0151,PRD0016,WH06,SM3,20250313,20250315,20250324,20250323,56,56,97.59,18123.28
SO0002439,CUST0099,PRD0003,WH05,SM1,20240527,20240529,20240603,20240601,214,214,1025.83,87181.46
SO0002440,CUST0071,PRD0062,WH01,SM4,20251110,20251111,20251125,20251122,130,130,155.71,42840.2
SO0002441,CUST0027,PRD0010,WH05,SM4,20240905,20240907,20240921,20240925,40,40,47.35,2937.2
SO0002442,CUST0036,PRD0060,WH05,SM1,20251003,20251006,20251011,20251008,77,77,283.71,38901.94
SO0002443,CUST0051,PRD0036,WH06,SM1,20240421,20240422,20240427,20240425,234,234,1184.38,11054.16
SO0002444,CUST0069,PRD0040,WH06,SM4,20250718,20250720,20250803,20250802,243,243,211.47,89098.38
SO0002445,CUST0125,PRD0068,WH04,SM4,20251117,20251118,20251202,20251201,211,211,226.77,129015.95
SO0002446,CUST0054,PRD0012,WH01,SM4,20250212,20250213,20250227,20250309,204,166,152.64,20633.8
SO0002447,CUST0018,PRD0008,WH03,SM2,20240303,20240306,20240407,20240406,191,191,194.29,105046.18
SO0002448,CUST0196,PRD0077,WH06,SM4,20241023,20241026,20241109,20241107,269,269,268.24,39338.56
SO0002449,CUST0131,PRD0076,WH04,SM1,20250804,20250805,20250810,20250807,36,36,156.22,21822.48
SO0002450,CUST0112,PRD0035,WH06,SM2,20240325,20240327,20240428,20240425,227,200,136.74,48534.0
SO0002451,CUST0036,PRD0045,WH02,SM2,20251014,20251015,20251116,20251113,174,174,114.45,62276.34
SO0002452,CUST0028,PRD0021,WH04,SM3,20241207,20241209,20241218,20241228,131,131,207.36,41959.3
SO0002453,CUST0187,PRD0063,WH05,SM3,20250314,20250315,20250324,20250322,107,107,197.3,27810.37
SO0002454,CUST0017,PRD0077,WH04,SM2,20240917,20240920,20241022,20241021,23,23,22.12,3363.52
SO0002455,CUST0035,PRD0026,WH04,SM2,20240210,20240213,20240316,20240323,35,35,33.65,18800.25
SO0002456,CUST0181,PRD0031,WH01,SM3,20240421,20240422,20240501,20240429,85,85,114.51,8078.4
SO0002457,CUST0186,PRD0037,WH04,SM3,20251115,20251117,20251126,20251123,207,207,252.07,141202.98
SO0002458,CUST0020,PRD0034,WH03,SM4,20251101,20251102,20251116,20251114,147,147,163.86,24669.54
SO0002459,CUST0188,PRD0080,WH01,SM3,20251026,20251028,20251106,20251105,221,221,354.2,112044.79
SO0002460,CUST0050,PRD0048,WH04,SM1,20250811,20250812,20250817,20250814,121,121,497.76,60722.64
SO0002461,CUST0109,PRD0055,WH05,SM3,20251112,20251115,20251124,20251121,195,195,278.11,77270.7
SO0002462,CUST0091,PRD0023,WH04,SM3,20240917,20240918,20240927,20240926,33,33,48.53,2840.31
SO0002463,CUST0178,PRD0045,WH04,SM2,20251117,20251120,20251222,20251221,102,102,102.5,36506.82
SO0002464,CUST0134,PRD0034,WH05,SM1,20250908,20250909,20250914,20250912,13,13,55.15,2181.66
SO0002465,CUST0110,PRD0059,WH05,SM3,20240202,20240205,20240214,20240223,185,185,232.72,53738.8
SO0002466,CUST0170,PRD0033,WH06,SM2,20250221,20250222,20250326,20250323,289,233,226.84,101620.62
SO0002467,CUST0172,PRD0025,WH05,SM2,20250724,20250727,20250828,20250825,228,228,200.43,57186.96
SO0002468,CUST0101,PRD0025,WH02,SM1,20250510,20250511,20250516,20250514,145,145,596.71,36368.9
SO0002469,CUST0114,PRD0033,WH06,SM4,20250127,20250128,20250211,20250221,52,52,45.42,22679.28
SO0002470,CUST0002,PRD0055,WH02,SM4,20241216,20241218,20250101,20241229,214,214,179.81,84799.64
SO0002471,CUST0181,PRD0008,WH03,SM3,20240413,20240414,20240423,20240421,185,185,301.01,101746.3
SO0002472,CUST0113,PRD0008,WH04,SM1,20250412,20250413,20250418,20250416,74,74,242.47,40698.52
SO0002473,CUST0090,PRD0050,WH03,SM3,20251115,20251116,20251125,20251122,179,179,322.59,30728.93
SO0002474,CUST0128,PRD0030,WH02,SM4,20250614,20250615,20250629,20250626,179,179,220.0,15578.37
SO0002475,CUST0086,PRD0004,WH05,SM3,20250715,20250717,20250726,20250723,23,23,35.2,732.78
SO0002476,CUST0020,PRD0016,WH06,SM3,20241223,20241226,20250104,20250102,287,287,534.3,92881.81
SO0002477,CUST0028,PRD0071,WH03,SM1,20241225,20241226,20241231,20241230,214,174,760.28,91896.36
SO0002478,CUST0182,PRD0022,WH04,SM3,20250228,20250303,20250312,20250309,66,66,88.24,33095.04
SO0002479,CUST0142,PRD0021,WH06,SM1,20240917,20240919,20240924,20240922,104,104,341.38,33311.2
SO0002480,CUST0111,PRD0032,WH02,SM3,20250721,20250722,20250731,20250730,148,148,262.92,34597.96
SO0002481,CUST0007,PRD0001,WH01,SM1,20250508,20250510,20250515,20250514,93,93,351.4,44774.85
SO0002482,CUST0040,PRD0065,WH02,SM2,20241216,20241219,20250120,20250123,51,51,46.68,22576.17
SO0002483,CUST0154,PRD0015,WH01,SM2,20241030,20241101,20241203,20241202,41,34,35.25,12322.96
SO0002484,CUST0148,PRD0007,WH02,SM4,20240717,20240719,20240802,20240730,214,214,266.75,7460.04
SO0002485,CUST0119,PRD0034,WH03,SM4,20240723,20240726,20240809,20240808,229,229,189.15,38430.78
SO0002486,CUST0132,PRD0053,WH06,SM4,20250519,20250520,20250603,20250602,264,264,257.99,118454.16
SO0002487,CUST0165,PRD0062,WH06,SM2,20240319,20240322,20240423,20240421,283,283,243.06,93259.82
SO0002488,CUST0153,PRD0060,WH05,SM4,20250426,20250427,20250511,20250510,203,203,167.35,102559.66
SO0002489,CUST0184,PRD0050,WH04,SM1,20240320,20240321,20240326,20240325,19,19,65.09,3261.73
SO0002490,CUST0087,PRD0015,WH05,SM3,20240925,20240926,20241005,20241004,134,134,192.54,48566.96
SO0002491,CUST0079,PRD0071,WH04,SM3,20250405,20250408,20250417,20250416,143,143,195.16,75524.02
SO0002492,CUST0151,PRD0067,WH04,SM2,20250228,20250301,20250402,20250401,183,183,181.48,24608.01
SO0002493,CUST0031,PRD0054,WH06,SM1,20240416,20240417,20240422,20240430,235,235,1137.24,15632.2
SO0002494,CUST0184,PRD0047,WH03,SM1,20250219,20250222,20250227,20250224,275,275,1111.35,89350.25
SO0002495,CUST0050,PRD0062,WH01,SM1,20250721,20250722,20250727,20250805,22,22,98.93,7249.88
SO0002496,CUST0033,PRD0016,WH06,SM1,20251018,20251019,20251024,20251023,296,296,1383.04,95794.48
SO0002497,CUST0145,PRD0021,WH04,SM4,20250414,20250417,20250501,20250428,171,171,150.42,54771.3
SO0002498,CUST0181,PRD0007,WH04,SM3,20251107,20251109,20251118,20251115,106,106,198.58,3695.16
SO0002499,CUST0076,PRD0059,WH02,SM4,20250225,20250227,20250313,20250310,15,15,14.26,4357.2
SO0002500,CUST0156,PRD0035,WH06,SM1,20240427,20240429,20240504,20240502,293,293,1340.57,71102.31
SO0002501,CUST0078,PRD0076,WH03,SM4,20250802,20250803,20250817,20250816,287,287,370.57,173973.66
SO0002502,CUST0135,PRD0054,WH04,SM1,20250916,20250917,20250922,20250919,244,244,1047.95,16230.88
SO0002503,CUST0003,PRD0048,WH06,SM3,20250124,20250127,20250205,20250203,293,293,514.41,147039.12
SO0002504,CUST0086,PRD0063,WH04,SM1,20241218,20241220,20241225,20241224,14,13,57.55,3378.83
SO0002505,CUST0010,PRD0056,WH02,SM3,20250330,20250402,20250411,20250408,53,53,94.92,8814.43
SO0002506,CUST0030,PRD0028,WH02,SM1,20250601,20250603,20250608,20250606,179,179,590.44,57732.87
SO0002507,CUST0073,PRD0066,WH04,SM4,20240516,20240519,20240602,20240601,289,289,334.86,99022.96
SO0002508,CUST0004,PRD0048,WH06,SM2,20251010,20251011,20251112,20251110,270,270,268.63,135496.8
SO0002509,CUST0197,PRD0010,WH05,SM1,20250107,20250109,20250114,20250112,7,7,29.22,514.01
SO0002510,CUST0138,PRD0029,WH06,SM2,20240430,20240502,20240603,20240602,226,226,147.27,25831.8
SO0002511,CUST0107,PRD0002,WH04,SM1,20241117,20241119,20241124,20241122,73,73,251.16,28296.26
SO0002512,CUST0102,PRD0025,WH02,SM3,20251104,20251105,20251114,20251112,29,29,38.74,7273.78
SO0002513,CUST0178,PRD0079,WH01,SM3,20250530,20250602,20250611,20250615,139,139,191.92,28027.96
SO0002514,CUST0117,PRD0077,WH03,SM4,20240117,20240119,20240202,20240130,278,278,268.52,40654.72
SO0002515,CUST0179,PRD0075,WH04,SM2,20241013,20241016,20241117,20241114,35,35,28.39,11092.55
SO0002516,CUST0111,PRD0076,WH04,SM3,20241117,20241118,20241127,20241125,234,234,313.14,141846.12
SO0002517,CUST0145,PRD0065,WH02,SM4,20240113,20240115,20240129,20240202,72,72,93.49,31872.24
SO0002518,CUST0019,PRD0015,WH01,SM4,20250103,20250104,20250118,20250116,293,293,285.83,106194.92
SO0002519,CUST0162,PRD0060,WH01,SM4,20251010,20251011,20251025,20251023,193,193,213.71,97507.46
SO0002520,CUST0155,PRD0049,WH05,SM2,20251103,20251106,20251208,20251206,88,88,71.61,37066.48
SO0002521,CUST0030,PRD0033,WH06,SM3,20240924,20240926,20241005,20241002,5,5,9.38,2180.7
SO0002522,CUST0071,PRD0055,WH04,SM4,20241125,20241127,20241211,20241208,75,75,96.84,29719.5
SO0002523,CUST0066,PRD0044,WH06,SM1,20250530,20250602,20250607,20250606,110,110,494.39,42904.4
SO0002524,CUST0119,PRD0076,WH04,SM3,20240110,20240111,20240120,20240117,276,226,328.53,136996.68
SO0002525,CUST0116,PRD0043,WH02,SM3,20240330,20240331,20240409,20240406,44,44,62.25,30842.68
SO0002526,CUST0107,PRD0031,WH01,SM1,20250427,20250429,20250504,20250503,45,41,191.18,3896.64
SO0002527,CUST0194,PRD0066,WH01,SM3,20241120,20241122,20241201,20241129,101,101,169.13,34606.64
SO0002528,CUST0149,PRD0065,WH06,SM2,20240415,20240416,20240518,20240517,40,38,28.38,16821.46
SO0002529,CUST0145,PRD0047,WH03,SM2,20241101,20241103,20241205,20241204,76,76,75.15,24693.16
SO0002530,CUST0085,PRD0018,WH04,SM2,20250708,20250711,20250812,20250809,190,190,143.88,44507.5
SO0002531,CUST0155,PRD0031,WH06,SM1,20241202,20241203,20241208,20241207,184,184,706.0,17487.36
SO0002532,CUST0151,PRD0050,WH03,SM3,20240131,20240201,20240210,20240219,52,41,75.5,7038.47
SO0002533,CUST0046,PRD0037,WH01,SM3,20250611,20250613,20250622,20250620,178,178,290.48,121420.92
SO0002534,CUST0019,PRD0015,WH01,SM4,20240607,20240608,20240622,20240619,264,236,199.56,85535.84
SO0002535,CUST0141,PRD0057,WH03,SM3,20250422,20250425,20250504,20250503,243,243,408.52,28618.11
SO0002536,CUST0024,PRD0036,WH04,SM3,20240325,20240327,20240405,20240403,137,137,170.65,6471.88
SO0002537,CUST0075,PRD0062,WH06,SM2,20250509,20250512,20250613,20250612,194,194,152.11,63930.76
SO0002538,CUST0136,PRD0041,WH01,SM1,20241007,20241010,20241015,20241020,133,133,466.24,31619.42
SO0002539,CUST0044,PRD0056,WH04,SM1,20240509,20240510,20240515,20240521,136,136,513.12,22618.16
SO0002540,CUST0013,PRD0045,WH04,SM1,20250408,20250410,20250415,20250412,98,98,331.41,35075.18
SO0002541,CUST0081,PRD0009,WH05,SM4,20250630,20250703,20250717,20250716,289,289,244.03,65709.93
SO0002542,CUST0109,PRD0080,WH04,SM2,20240409,20240411,20240513,20240510,50,50,40.71,25349.5
SO0002543,CUST0136,PRD0060,WH05,SM3,20251028,20251029,20251107,20251105,272,272,371.3,137419.84
SO0002544,CUST0049,PRD0056,WH06,SM1,20250419,20250420,20250425,20250423,165,165,696.65,27441.15
SO0002545,CUST0147,PRD0031,WH06,SM2,20240915,20240917,20241019,20241026,281,281,287.48,26706.24
SO0002546,CUST0035,PRD0041,WH02,SM4,20240707,20240710,20240724,20240722,208,208,193.03,49449.92
SO0002547,CUST0125,PRD0037,WH04,SM4,20240527,20240530,20240613,20240611,106,106,130.63,72306.84
SO0002548,CUST0060,PRD0010,WH05,SM2,20240505,20240507,20240608,20240606,101,101,93.53,7416.43
SO0002549,CUST0176,PRD0062,WH06,SM3,20250530,20250602,20250611,20250610,248,248,335.43,81725.92
SO0002550,CUST0049,PRD0023,WH03,SM3,20240519,20240521,20240530,20240529,103,103,125.05,8865.21
SO0002551,CUST0168,PRD0019,WH05,SM3,20240104,20240106,20240115,20240113,23,23,40.1,12633.9
SO0002552,CUST0065,PRD0001,WH03,SM4,20240627,20240629,20240713,20240710,184,184,207.61,88586.8
SO0002553,CUST0167,PRD0028,WH01,SM1,20250206,20250209,20250214,20250211,80,80,304.98,25802.4
SO0002554,CUST0144,PRD0073,WH04,SM4,20250419,20250420,20250504,20250515,56,56,50.34,25634.0
SO0002555,CUST0123,PRD0073,WH02,SM2,20241226,20241229,20250130,20250127,52,34,31.45,15563.5
SO0002556,CUST0189,PRD0049,WH05,SM4,20241229,20241231,20250114,20250113,200,200,178.52,84242.0
SO0002557,CUST0190,PRD0080,WH01,SM2,20240324,20240327,20240428,20240427,67,67,67.44,33968.33
SO0002558,CUST0160,PRD0037,WH04,SM3,20250723,20250726,20250804,20250802,18,18,30.22,12278.52
SO0002559,CUST0030,PRD0005,WH04,SM1,20241204,20241206,20241211,20241208,233,233,1044.3,110015.61
SO0002560,CUST0113,PRD0010,WH01,SM1,20241221,20241224,20241229,20241227,164,140,465.76,10280.2
SO0002561,CUST0191,PRD0055,WH02,SM2,20240223,20240226,20240329,20240326,247,247,235.63,97876.22
SO0002562,CUST0003,PRD0019,WH05,SM2,20241204,20241206,20250107,20250106,258,258,220.45,141719.4
SO0002563,CUST0100,PRD0076,WH03,SM4,20250901,20250903,20250917,20250924,95,95,100.34,57587.1
SO0002564,CUST0050,PRD0069,WH06,SM1,20250508,20250511,20250516,20250513,162,162,804.93,6763.5
SO0002565,CUST0185,PRD0013,WH06,SM1,20240810,20240813,20240818,20240815,237,237,961.28,53073.78
SO0002566,CUST0081,PRD0042,WH01,SM1,20240604,20240605,20240610,20240607,191,191,837.88,38408.19
SO0002567,CUST0039,PRD0037,WH01,SM1,20251111,20251112,20251117,20251116,54,54,225.72,36835.56
SO0002568,CUST0158,PRD0071,WH05,SM2,20250925,20250926,20251028,20251027,235,235,170.54,124112.9
SO0002569,CUST0084,PRD0016,WH02,SM2,20240729,20240801,20240902,20240830,21,21,15.91,6796.23
SO0002570,CUST0143,PRD0014,WH06,SM2,20250917,20250919,20251021,20251018,11,11,10.24,856.46
SO0002571,CUST0172,PRD0066,WH06,SM3,20251121,20251122,20251201,20251128,215,215,317.01,73667.6
SO0002572,CUST0090,PRD0028,WH04,SM3,20250906,20250908,20250917,20250915,203,203,308.61,65473.59
SO0002573,CUST0129,PRD0065,WH05,SM2,20250520,20250522,20250623,20250622,165,165,139.45,73040.55
SO0002574,CUST0195,PRD0075,WH06,SM1,20240615,20240616,20240621,20240620,234,234,910.3,74161.62
SO0002575,CUST0069,PRD0015,WH03,SM3,20240723,20240724,20240802,20240801,68,68,102.68,24645.92
SO0002576,CUST0165,PRD0034,WH05,SM1,20241220,20241223,20241228,20241226,83,83,398.65,13929.06
SO0002577,CUST0028,PRD0048,WH04,SM3,20241226,20241228,20250106,20250104,266,266,472.06,133489.44
SO0002578,CUST0133,PRD0011,WH06,SM3,20241028,20241029,20241107,20241106,71,71,131.99,9458.62
SO0002579,CUST0052,PRD0039,WH03,SM4,20240730,20240801,20240815,20240814,79,79,97.98,29716.64
SO0002580,CUST0073,PRD0001,WH03,SM1,20240319,20240322,20240327,20240324,17,17,61.24,8184.65
SO0002581,CUST0063,PRD0062,WH06,SM4,20240309,20240311,20240325,20240324,50,50,52.17,16477.0
SO0002582,CUST0047,PRD0070,WH03,SM3,20250323,20250325,20250403,20250401,178,178,291.91,78020.96
SO0002583,CUST0120,PRD0059,WH06,SM1,20250116,20250117,20250122,20250121,131,131,680.88,38052.88
SO0002584,CUST0061,PRD0060,WH05,SM4,20251106,20251107,20251121,20251202,115,115,95.15,58100.3
SO0002585,CUST0030,PRD0060,WH01,SM4,20240919,20240921,20241005,20241004,99,99,86.91,50016.78
SO0002586,CUST0073,PRD0031,WH06,SM4,20250422,20250425,20250509,20250506,226,226,237.82,21479.04
SO0002587,CUST0047,PRD0076,WH04,SM3,20240103,20240105,20240114,20240112,32,32,43.99,19397.76
SO0002588,CUST0106,PRD0019,WH05,SM3,20250714,20250716,20250725,20250723,21,21,38.79,11535.3
SO0002589,CUST0173,PRD0050,WH04,SM3,20240719,20240722,20240731,20240729,261,261,404.54,44805.87
SO0002590,CUST0061,PRD0040,WH01,SM3,20251103,20251106,20251115,20251114,214,214,284.62,78465.24
SO0002591,CUST0186,PRD0054,WH04,SM4,20240103,20240104,20240118,20240115,45,45,36.13,2993.4
SO0002592,CUST0045,PRD0038,WH02,SM3,20240202,20240204,20240213,20240210,158,145,265.5,65903.95
SO0002593,CUST0005,PRD0028,WH02,SM1,20251016,20251017,20251022,20251031,190,184,651.4,59345.52
SO0002594,CUST0076,PRD0028,WH01,SM3,20251102,20251103,20251112,20251115,61,61,107.99,19674.33
SO0002595,CUST0035,PRD0061,WH03,SM4,20240422,20240425,20240509,20240506,136,136,128.68,11802.08
SO0002596,CUST0010,PRD0049,WH04,SM4,20240120,20240121,20240204,20240203,125,125,135.69,52651.25
SO0002597,CUST0068,PRD0017,WH01,SM1,20251106,20251109,20251114,20251111,279,279,1352.95,110601.18
SO0002598,CUST0196,PRD0054,WH04,SM3,20241220,20241223,20250101,20241231,223,223,345.51,14833.96
SO0002599,CUST0014,PRD0019,WH04,SM3,20250330,20250402,20250411,20250410,123,123,204.6,67563.9
SO0002600,CUST0032,PRD0048,WH04,SM1,20250305,20250306,20250311,20250308,81,81,406.43,40649.04
SO0002601,CUST0154,PRD0043,WH04,SM1,20240410,20240411,20240416,20240413,88,88,361.31,61685.36
SO0002602,CUST0005,PRD0046,WH04,SM4,20241015,20241016,20241030,20241028,57,57,64.18,8239.35
SO0002603,CUST0131,PRD0046,WH04,SM2,20240502,20240504,20240605,20240604,237,237,217.15,34258.35
SO0002604,CUST0082,PRD0076,WH03,SM3,20250616,20250619,20250628,20250703,27,27,33.27,16366.86
SO0002605,CUST0010,PRD0054,WH04,SM3,20240630,20240703,20240712,20240709,79,79,106.46,5255.08
SO0002606,CUST0091,PRD0021,WH02,SM1,20250601,20250602,20250607,20250605,289,289,1477.92,92566.7
SO0002607,CUST0144,PRD0049,WH05,SM1,20250324,20250327,20250401,20250331,199,199,1006.6,83820.79
SO0002608,CUST0163,PRD0077,WH03,SM1,20240630,20240703,20240708,20240705,89,89,301.87,13015.36
SO0002609,CUST0077,PRD0061,WH01,SM2,20251023,20251025,20251126,20251124,247,247,241.36,21434.66
SO0002610,CUST0178,PRD0059,WH05,SM4,20240714,20240715,20240729,20240728,109,109,122.06,31662.32
SO0002611,CUST0132,PRD0031,WH06,SM4,20241226,20241229,20250112,20250111,165,165,138.36,15681.6
SO0002612,CUST0054,PRD0019,WH04,SM2,20240825,20240828,20240929,20240926,206,206,153.72,113155.8
SO0002613,CUST0148,PRD0045,WH06,SM4,20250924,20250926,20251010,20251007,225,225,265.13,80529.75
SO0002614,CUST0148,PRD0069,WH05,SM3,20240324,20240326,20240404,20240401,149,149,266.57,6220.75
SO0002615,CUST0010,PRD0031,WH03,SM4,20240526,20240527,20240610,20240608,19,19,24.14,1805.76
SO0002616,CUST0114,PRD0067,WH04,SM2,20251001,20251003,20251104,20251101,75,75,54.21,10085.25
SO0002617,CUST0115,PRD0057,WH06,SM2,20250819,20250821,20250922,20250921,68,68,65.01,8008.36
SO0002618,CUST0058,PRD0036,WH06,SM3,20250602,20250603,20250612,20250618,235,235,361.96,11101.4
SO0002619,CUST0095,PRD0080,WH01,SM4,20251116,20251117,20251201,20251129,29,29,35.56,14702.71
SO0002620,CUST0164,PRD0001,WH06,SM4,20240326,20240327,20240410,20240408,174,174,205.05,83772.3
SO0002621,CUST0098,PRD0021,WH06,SM1,20240421,20240422,20240427,20240426,244,244,1069.27,78153.2
SO0002622,CUST0012,PRD0073,WH02,SM3,20240210,20240211,20240220,20240217,69,69,92.37,31584.75
SO0002623,CUST0093,PRD0017,WH01,SM3,20241127,20241130,20241209,20241206,33,33,47.46,13081.86
SO0002624,CUST0029,PRD0043,WH04,SM1,20250311,20250312,20250317,20250314,138,138,670.98,96733.86
SO0002625,CUST0105,PRD0007,WH04,SM4,20241226,20241227,20250110,20250108,8,8,8.71,278.88
SO0002626,CUST0083,PRD0007,WH02,SM4,20240109,20240112,20240126,20240203,34,34,37.74,1185.24
SO0002627,CUST0160,PRD0006,WH01,SM4,20250902,20250905,20250919,20250925,278,278,225.08,82076.72
SO0002628,CUST0141,PRD0050,WH04,SM3,20241227,20241229,20250107,20250104,242,242,339.63,41544.14
SO0002629,CUST0062,PRD0025,WH02,SM1,20240418,20240419,20240424,20240421,228,228,1043.29,57186.96
SO0002630,CUST0055,PRD0045,WH02,SM3,20240620,20240621,20240630,20240627,101,101,174.78,36148.91
SO0002631,CUST0060,PRD0062,WH01,SM1,20241123,20241125,20241130,20241127,147,147,718.39,48442.38
SO0002632,CUST0007,PRD0054,WH06,SM1,20241207,20241209,20241214,20241212,8,8,40.44,532.16
SO0002633,CUST0057,PRD0012,WH04,SM2,20250324,20250326,20250427,20250502,235,235,185.1,29210.5
SO0002634,CUST0002,PRD0067,WH04,SM2,20241110,20241112,20241214,20241223,216,216,201.54,29045.52
SO0002635,CUST0077,PRD0069,WH06,SM2,20250831,20250903,20251005,20251004,44,44,38.8,1837.0
SO0002636,CUST0061,PRD0072,WH03,SM4,20250525,20250528,20250611,20250610,27,27,23.83,3044.25
SO0002637,CUST0080,PRD0077,WH06,SM4,20250329,20250401,20250415,20250425,148,148,172.33,21643.52
SO0002638,CUST0198,PRD0070,WH04,SM2,20250917,20250919,20251021,20251019,270,270,234.89,118346.4
SO0002639,CUST0146,PRD0016,WH06,SM2,20251002,20251003,20251104,20251109,114,114,98.9,36893.82
SO0002640,CUST0122,PRD0044,WH05,SM3,20250627,20250628,20250707,20250706,151,151,208.68,58896.04
SO0002641,CUST0117,PRD0035,WH03,SM4,20240714,20240716,20240730,20240807,169,169,153.98,41011.23
SO0002642,CUST0139,PRD0035,WH03,SM1,20240611,20240614,20240619,20240627,237,237,1179.29,57512.79
SO0002643,CUST0050,PRD0077,WH04,SM2,20240429,20240502,20240603,20240531,68,68,51.79,9944.32
SO0002644,CUST0125,PRD0030,WH06,SM3,20240713,20240715,20240724,20240723,123,123,227.51,10704.69
SO0002645,CUST0056,PRD0059,WH06,SM4,20251110,20251112,20251126,20251123,190,190,232.55,55191.2
SO0002646,CUST0105,PRD0008,WH01,SM3,20250401,20250404,20250413,20250412,270,270,473.44,148494.6
SO0002647,CUST0098,PRD0042,WH01,SM2,20240829,20240901,20241003,20241001,84,84,64.12,16891.56
SO0002648,CUST0176,PRD0076,WH03,SM1,20250107,20250109,20250114,20250112,297,258,1069.87,156394.44
SO0002649,CUST0048,PRD0007,WH04,SM1,20241123,20241126,20241201,20241210,27,27,131.31,941.22
SO0002650,CUST0105,PRD0044,WH05,SM2,20250109,20250112,20250213,20250223,167,167,124.48,65136.68
SO0002651,CUST0084,PRD0031,WH03,SM4,20241112,20241115,20241129,20241127,284,284,339.33,26991.36
SO0002652,CUST0052,PRD0015,WH05,SM2,20250330,20250331,20250502,20250429,166,166,112.51,60165.04
SO0002653,CUST0012,PRD0074,WH01,SM2,20250913,20250916,20251018,20251015,129,129,84.7,14945.94
SO0002654,CUST0107,PRD0045,WH06,SM2,20250922,20250924,20251026,20251023,32,32,26.86,11453.12
SO0002655,CUST0104,PRD0072,WH03,SM2,20250819,20250820,20250921,20250919,164,164,114.52,18491.0
SO0002656,CUST0090,PRD0075,WH06,SM3,20240828,20240829,20240907,20240906,31,31,41.77,9824.83
SO0002657,CUST0150,PRD0069,WH05,SM1,20251120,20251123,20251128,20251125,84,84,415.17,3507.0
SO0002658,CUST0064,PRD0020,WH06,SM4,20250625,20250626,20250710,20250709,195,195,245.19,72697.95
SO0002659,CUST0124,PRD0032,WH02,SM2,20250726,20250728,20250829,20250826,50,50,34.37,11688.5
SO0002660,CUST0027,PRD0002,WH02,SM4,20241216,20241219,20250102,20250106,100,62,74.52,24032.44
SO0002661,CUST0190,PRD0012,WH01,SM3,20250201,20250203,20250212,20250209,249,249,391.32,30950.7
SO0002662,CUST0022,PRD0075,WH06,SM1,20250809,20250811,20250816,20250813,258,258,1164.66,81767.94
