SNAPSHOT_DATE_KEY,PRODUCT_KEY,WAREHOUSE_KEY,ON_HAND_QTY,REORDER_POINT,SAFETY_STOCK
20250616,PRD0007,WH02,0,160,112
20250623,PRD0007,WH02,0,160,112
20250630,PRD0007,WH02,2,160,112
20250707,PRD0007,WH02,3,160,112
20250714,PRD0007,WH02,7,160,112
20250721,PRD0007,WH02,0,160,112
20250728,PRD0007,WH02,0,160,112
20250804,PRD0007,WH02,0,160,112
20250811,PRD0007,WH02,1,160,112
20250818,PRD0007,WH02,0,160,112
20250825,PRD0007,WH02,0,160,112
20250901,PRD0007,WH02,0,160,112
20250908,PRD0007,WH02,0,160,112
20250915,PRD0007,WH02,0,160,112
20250922,PRD0007,WH02,1,160,112
20250929,PRD0007,WH02,0,160,112
20251006,PRD0007,WH02,1,160,112
20251013,PRD0007,WH02,0,160,112
20251020,PRD0007,WH02,0,160,112
20251027,PRD0007,WH02,2,160,112
20251103,PRD0007,WH02,0,160,112
20251110,PRD0007,WH02,0,160,112
20251117,PRD0007,WH02,0,160,112
20251124,PRD0007,WH02,0,160,112
20251201,PRD0007,WH02,0,160,112
20251208,PRD0007,WH02,0,160,112
20251215,PRD0007,WH02,0,160,112
20251222,PRD0007,WH02,0,160,112
20251229,PRD0007,WH02,0,160,112
20240101,PRD0008,WH01,174,70,39
20240108,PRD0008,WH01,140,70,39
20240115,PRD0008,WH01,106,70,39
20240122,PRD0008,WH01,76,70,39
20240129,PRD0008,WH01,39,70,39
20240205,PRD0008,WH01,32,70,39
20240212,PRD0008,WH01,37,70,39
20240219,PRD0008,WH01,34,70,39
20240226,PRD0008,WH01,37,70,39
20240304,PRD0008,WH01,32,70,39
20240311,PRD0008,WH01,44,70,39
20240318,PRD0008,WH01,53,70,39
20240325,PRD0008,WH01,56,70,39
20240401,PRD0008,WH01,76,70,39
20240408,PRD0008,WH01,45,70,39
20240415,PRD0008,WH01,37,70,39
20240422,PRD0008,WH01,23,70,39
20240429,PRD0008,WH01,20,70,39
20240506,PRD0008,WH01,17,70,39
20240513,PRD0008,WH01,22,70,39
20240520,PRD0008,WH01,24,70,39
20240527,PRD0008,WH01,25,70,39
20240603,PRD0008,WH01,23,70,39
20240610,PRD0008,WH01,21,70,39
20240617,PRD0008,WH01,19,70,39
20240624,PRD0008,WH01,4,70,39
20240701,PRD0008,WH01,5,70,39
20240708,PRD0008,WH01,19,70,39
20240715,PRD0008,WH01,1,70,39
20240722,PRD0008,WH01,2,70,39
20240729,PRD0008,WH01,22,70,39
20240805,PRD0008,WH01,26,70,39
20240812,PRD0008,WH01,12,70,39
20240819,PRD0008,WH01,0,70,39
20240826,PRD0008,WH01,0,70,39
20240902,PRD0008,WH01,0,70,39
20240909,PRD0008,WH01,0,70,39
20240916,PRD0008,WH01,3,70,39
20240923,PRD0008,WH01,0,70,39
20240930,PRD0008,WH01,0,70,39
20241007,PRD0008,WH01,7,70,39
20241014,PRD0008,WH01,8,70,39
20241021,PRD0008,WH01,21,70,39
20241028,PRD0008,WH01,29,70,39
20241104,PRD0008,WH01,18,70,39
20241111,PRD0008,WH01,3,70,39
20241118,PRD0008,WH01,6,70,39
20241125,PRD0008,WH01,0,70,39
20241202,PRD0008,WH01,0,70,39
20241209,PRD0008,WH01,0,70,39
20241216,PRD0008,WH01,0,70,39
20241223,PRD0008,WH01,0,70,39
20241230,PRD0008,WH01,0,70,39
20250106,PRD0008,WH01,0,70,39
20250113,PRD0008,WH01,0,70,39
20250120,PRD0008,WH01,1,70,39
20250127,PRD0008,WH01,0,70,39
20250203,PRD0008,WH01,2,70,39
20250210,PRD0008,WH01,16,70,39
20250217,PRD0008,WH01,22,70,39
20250224,PRD0008,WH01,26,70,39
20250303,PRD0008,WH01,28,70,39
20250310,PRD0008,WH01,30,70,39
20250317,PRD0008,WH01,41,70,39
20250324,PRD0008,WH01,32,70,39
20250331,PRD0008,WH01,35,70,39
20250407,PRD0008,WH01,25,70,39
20250414,PRD0008,WH01,25,70,39
20250421,PRD0008,WH01,29,70,39
20250428,PRD0008,WH01,15,70,39
20250505,PRD0008,WH01,23,70,39
20250512,PRD0008,WH01,46,70,39
20250519,PRD0008,WH01,36,70,39
20250526,PRD0008,WH01,32,70,39
20250602,PRD0008,WH01,32,70,39
20250609,PRD0008,WH01,24,70,39
20250616,PRD0008,WH01,19,70,39
20250623,PRD0008,WH01,33,70,39
20250630,PRD0008,WH01,35,70,39
20250707,PRD0008,WH01,26,70,39
20250714,PRD0008,WH01,17,70,39
20250721,PRD0008,WH01,23,70,39
20250728,PRD0008,WH01,26,70,39
20250804,PRD0008,WH01,34,70,39
20250811,PRD0008,WH01,33,70,39
20250818,PRD0008,WH01,30,70,39
20250825,PRD0008,WH01,8,70,39
20250901,PRD0008,WH01,24,70,39
20250908,PRD0008,WH01,40,70,39
20250915,PRD0008,WH01,30,70,39
20250922,PRD0008,WH01,21,70,39
20250929,PRD0008,WH01,14,70,39
20251006,PRD0008,WH01,14,70,39
20251013,PRD0008,WH01,24,70,39
20251020,PRD0008,WH01,16,70,39
20251027,PRD0008,WH01,16,70,39
20251103,PRD0008,WH01,0,70,39
20251110,PRD0008,WH01,0,70,39
20251117,PRD0008,WH01,0,70,39
20251124,PRD0008,WH01,0,70,39
20251201,PRD0008,WH01,0,70,39
20251208,PRD0008,WH01,0,70,39
20251215,PRD0008,WH01,0,70,39
20251222,PRD0008,WH01,0,70,39
20251229,PRD0008,WH01,0,70,39
20240101,PRD0008,WH04,151,76,49
20240108,PRD0008,WH04,114,76,49
20240115,PRD0008,WH04,85,76,49
20240122,PRD0008,WH04,46,76,49
20240129,PRD0008,WH04,49,76,49
20240205,PRD0008,WH04,58,76,49
20240212,PRD0008,WH04,50,76,49
20240219,PRD0008,WH04,39,76,49
20240226,PRD0008,WH04,37,76,49
20240304,PRD0008,WH04,41,76,49
20240311,PRD0008,WH04,37,76,49
20240318,PRD0008,WH04,46,76,49
20240325,PRD0008,WH04,57,76,49
20240401,PRD0008,WH04,59,76,49
20240408,PRD0008,WH04,56,76,49
20240415,PRD0008,WH04,59,76,49
20240422,PRD0008,WH04,54,76,49
20240429,PRD0008,WH04,52,76,49
20240506,PRD0008,WH04,62,76,49
20240513,PRD0008,WH04,74,76,49
20240520,PRD0008,WH04,69,76,49
20240527,PRD0008,WH04,77,76,49
20240603,PRD0008,WH04,32,76,49
20240610,PRD0008,WH04,28,76,49
20240617,PRD0008,WH04,15,76,49
20240624,PRD0008,WH04,0,76,49
20240701,PRD0008,WH04,6,76,49
20240708,PRD0008,WH04,3,76,49
20240715,PRD0008,WH04,1,76,49
20240722,PRD0008,WH04,0,76,49
20240729,PRD0008,WH04,0,76,49
20240805,PRD0008,WH04,0,76,49
20240812,PRD0008,WH04,0,76,49
20240819,PRD0008,WH04,9,76,49
20240826,PRD0008,WH04,0,76,49
20240902,PRD0008,WH04,8,76,49
20240909,PRD0008,WH04,0,76,49
20240916,PRD0008,WH04,0,76,49
20240923,PRD0008,WH04,2,76,49
20240930,PRD0008,WH04,5,76,49
20241007,PRD0008,WH04,24,76,49
20241014,PRD0008,WH04,20,76,49
20241021,PRD0008,WH04,33,76,49
20241028,PRD0008,WH04,43,76,49
20241104,PRD0008,WH04,29,76,49
20241111,PRD0008,WH04,8,76,49
20241118,PRD0008,WH04,0,76,49
20241125,PRD0008,WH04,0,76,49
20241202,PRD0008,WH04,0,76,49
20241209,PRD0008,WH04,0,76,49
20241216,PRD0008,WH04,0,76,49
20241223,PRD0008,WH04,0,76,49
20241230,PRD0008,WH04,0,76,49
20250106,PRD0008,WH04,0,76,49
20250113,PRD0008,WH04,0,76,49
20250120,PRD0008,WH04,0,76,49
20250127,PRD0008,WH04,14,76,49
20250203,PRD0008,WH04,12,76,49
20250210,PRD0008,WH04,28,76,49
20250217,PRD0008,WH04,27,76,49
20250224,PRD0008,WH04,25,76,49
20250303,PRD0008,WH04,43,76,49
20250310,PRD0008,WH04,35,76,49
20250317,PRD0008,WH04,41,76,49
20250324,PRD0008,WH04,31,76,49
20250331,PRD0008,WH04,34,76,49
20250407,PRD0008,WH04,36,76,49
20250414,PRD0008,WH04,45,76,49
20250421,PRD0008,WH04,45,76,49
20250428,PRD0008,WH04,54,76,49
20250505,PRD0008,WH04,43,76,49
20250512,PRD0008,WH04,38,76,49
20250519,PRD0008,WH04,24,76,49
20250526,PRD0008,WH04,26,76,49
20250602,PRD0008,WH04,30,76,49
20250609,PRD0008,WH04,31,76,49
20250616,PRD0008,WH04,30,76,49
20250623,PRD0008,WH04,22,76,49
20250630,PRD0008,WH04,20,76,49
20250707,PRD0008,WH04,25,76,49
20250714,PRD0008,WH04,21,76,49
20250721,PRD0008,WH04,25,76,49
20250728,PRD0008,WH04,31,76,49
20250804,PRD0008,WH04,27,76,49
20250811,PRD0008,WH04,31,76,49
20250818,PRD0008,WH04,35,76,49
20250825,PRD0008,WH04,39,76,49
20250901,PRD0008,WH04,39,76,49
20250908,PRD0008,WH04,35,76,49
20250915,PRD0008,WH04,39,76,49
20250922,PRD0008,WH04,30,76,49
20250929,PRD0008,WH04,37,76,49
20251006,PRD0008,WH04,32,76,49
20251013,PRD0008,WH04,33,76,49
20251020,PRD0008,WH04,33,76,49
20251027,PRD0008,WH04,30,76,49
20251103,PRD0008,WH04,29,76,49
20251110,PRD0008,WH04,16,76,49
20251117,PRD0008,WH04,0,76,49
20251124,PRD0008,WH04,0,76,49
20251201,PRD0008,WH04,0,76,49
20251208,PRD0008,WH04,1,76,49
20251215,PRD0008,WH04,0,76,49
20251222,PRD0008,WH04,0,76,49
20251229,PRD0008,WH04,0,76,49
20240101,PRD0008,WH03,212,86,43
20240108,PRD0008,WH03,170,86,43
20240115,PRD0008,WH03,139,86,43
20240122,PRD0008,WH03,111,86,43
20240129,PRD0008,WH03,70,86,43
20240205,PRD0008,WH03,85,86,43
20240212,PRD0008,WH03,81,86,43
20240219,PRD0008,WH03,82,86,43
20240226,PRD0008,WH03,75,86,43
20240304,PRD0008,WH03,84,86,43
20240311,PRD0008,WH03,88,86,43
20240318,PRD0008,WH03,53,86,43
20240325,PRD0008,WH03,48,86,43
20240401,PRD0008,WH03,43,86,43
20240408,PRD0008,WH03,58,86,43
20240415,PRD0008,WH03,54,86,43
20240422,PRD0008,WH03,50,86,43
20240429,PRD0008,WH03,55,86,43
20240506,PRD0008,WH03,52,86,43
20240513,PRD0008,WH03,52,86,43
20240520,PRD0008,WH03,62,86,43
20240527,PRD0008,WH03,70,86,43
20240603,PRD0008,WH03,63,86,43
20240610,PRD0008,WH03,59,86,43
20240617,PRD0008,WH03,63,86,43
20240624,PRD0008,WH03,63,86,43
20240701,PRD0008,WH03,55,86,43
20240708,PRD0008,WH03,56,86,43
20240715,PRD0008,WH03,54,86,43
20240722,PRD0008,WH03,61,86,43
20240729,PRD0008,WH03,62,86,43
20240805,PRD0008,WH03,70,86,43
20240812,PRD0008,WH03,76,86,43
20240819,PRD0008,WH03,71,86,43
20240826,PRD0008,WH03,46,86,43
20240902,PRD0008,WH03,44,86,43
20240909,PRD0008,WH03,34,86,43
20240916,PRD0008,WH03,41,86,43
20240923,PRD0008,WH03,44,86,43
20240930,PRD0008,WH03,45,86,43
20241007,PRD0008,WH03,56,86,43
20241014,PRD0008,WH03,54,86,43
20241021,PRD0008,WH03,56,86,43
20241028,PRD0008,WH03,49,86,43
20241104,PRD0008,WH03,19,86,43
20241111,PRD0008,WH03,17,86,43
20241118,PRD0008,WH03,0,86,43
20241125,PRD0008,WH03,0,86,43
20241202,PRD0008,WH03,0,86,43
20241209,PRD0008,WH03,0,86,43
20241216,PRD0008,WH03,0,86,43
20241223,PRD0008,WH03,0,86,43
20241230,PRD0008,WH03,0,86,43
20250106,PRD0008,WH03,19,86,43
20250113,PRD0008,WH03,12,86,43
20250120,PRD0008,WH03,14,86,43
20250127,PRD0008,WH03,13,86,43
20250203,PRD0008,WH03,5,86,43
20250210,PRD0008,WH03,0,86,43
20250217,PRD0008,WH03,0,86,43
20250224,PRD0008,WH03,6,86,43
20250303,PRD0008,WH03,8,86,43
20250310,PRD0008,WH03,24,86,43
20250317,PRD0008,WH03,33,86,43
20250324,PRD0008,WH03,37,86,43
20250331,PRD0008,WH03,41,86,43
20250407,PRD0008,WH03,38,86,43
20250414,PRD0008,WH03,52,86,43
20250421,PRD0008,WH03,48,86,43
20250428,PRD0008,WH03,38,86,43
20250505,PRD0008,WH03,35,86,43
20250512,PRD0008,WH03,55,86,43
20250519,PRD0008,WH03,55,86,43
20250526,PRD0008,WH03,59,86,43
20250602,PRD0008,WH03,58,86,43
20250609,PRD0008,WH03,65,86,43
20250616,PRD0008,WH03,77,86,43
20250623,PRD0008,WH03,79,86,43
20250630,PRD0008,WH03,81,86,43
20250707,PRD0008,WH03,73,86,43
20250714,PRD0008,WH03,85,86,43
20250721,PRD0008,WH03,92,86,43
20250728,PRD0008,WH03,60,86,43
20250804,PRD0008,WH03,58,86,43
20250811,PRD0008,WH03,67,86,43
20250818,PRD0008,WH03,65,86,43
20250825,PRD0008,WH03,67,86,43
20250901,PRD0008,WH03,56,86,43
20250908,PRD0008,WH03,66,86,43
20250915,PRD0008,WH03,71,86,43
20250922,PRD0008,WH03,79,86,43
20250929,PRD0008,WH03,79,86,43
20251006,PRD0008,WH03,78,86,43
20251013,PRD0008,WH03,69,86,43
20251020,PRD0008,WH03,74,86,43
20251027,PRD0008,WH03,67,86,43
20251103,PRD0008,WH03,58,86,43
20251110,PRD0008,WH03,45,86,43
20251117,PRD0008,WH03,44,86,43
20251124,PRD0008,WH03,15,86,43
20251201,PRD0008,WH03,0,86,43
20251208,PRD0008,WH03,0,86,43
20251215,PRD0008,WH03,0,86,43
20251222,PRD0008,WH03,0,86,43
20251229,PRD0008,WH03,0,86,43
20240101,PRD0009,WH06,239,101,68
20240108,PRD0009,WH06,201,101,68
20240115,PRD0009,WH06,180,101,68
20240122,PRD0009,WH06,137,101,68
20240129,PRD0009,WH06,109,101,68
20240205,PRD0009,WH06,69,101,68
20240212,PRD0009,WH06,63,101,68
20240219,PRD0009,WH06,64,101,68
20240226,PRD0009,WH06,66,101,68
20240304,PRD0009,WH06,76,101,68
20240311,PRD0009,WH06,66,101,68
20240318,PRD0009,WH06,73,101,68
20240325,PRD0009,WH06,86,101,68
20240401,PRD0009,WH06,75,101,68
20240408,PRD0009,WH06,86,101,68
20240415,PRD0009,WH06,99,101,68
20240422,PRD0009,WH06,110,101,68
20240429,PRD0009,WH06,68,101,68
20240506,PRD0009,WH06,70,101,68
20240513,PRD0009,WH06,73,101,68
20240520,PRD0009,WH06,66,101,68
20240527,PRD0009,WH06,60,101,68
20240603,PRD0009,WH06,59,101,68
20240610,PRD0009,WH06,54,101,68
20240617,PRD0009,WH06,55,101,68
20240624,PRD0009,WH06,48,101,68
20240701,PRD0009,WH06,45,101,68
20240708,PRD0009,WH06,49,101,68
20240715,PRD0009,WH06,46,101,68
20240722,PRD0009,WH06,37,101,68
20240729,PRD0009,WH06,49,101,68
20240805,PRD0009,WH06,51,101,68
20240812,PRD0009,WH06,57,101,68
20240819,PRD0009,WH06,69,101,68
20240826,PRD0009,WH06,69,101,68
20240902,PRD0009,WH06,72,101,68
20240909,PRD0009,WH06,59,101,68
20240916,PRD0009,WH06,56,101,68
20240923,PRD0009,WH06,66,101,68
20240930,PRD0009,WH06,75,101,68
20241007,PRD0009,WH06,77,101,68
20241014,PRD0009,WH06,79,101,68
20241021,PRD0009,WH06,84,101,68
20241028,PRD0009,WH06,88,101,68
20241104,PRD0009,WH06,72,101,68
20241111,PRD0009,WH06,43,101,68
20241118,PRD0009,WH06,38,101,68
20241125,PRD0009,WH06,15,101,68
20241202,PRD0009,WH06,0,101,68
20241209,PRD0009,WH06,0,101,68
20241216,PRD0009,WH06,0,101,68
20241223,PRD0009,WH06,0,101,68
20241230,PRD0009,WH06,0,101,68
20250106,PRD0009,WH06,3,101,68
20250113,PRD0009,WH06,0,101,68
20250120,PRD0009,WH06,4,101,68
20250127,PRD0009,WH06,2,101,68
20250203,PRD0009,WH06,0,101,68
20250210,PRD0009,WH06,10,101,68
20250217,PRD0009,WH06,22,101,68
20250224,PRD0009,WH06,18,101,68
20250303,PRD0009,WH06,25,101,68
20250310,PRD0009,WH06,27,101,68
20250317,PRD0009,WH06,24,101,68
20250324,PRD0009,WH06,27,101,68
20250331,PRD0009,WH06,34,101,68
20250407,PRD0009,WH06,33,101,68
20250414,PRD0009,WH06,49,101,68
20250421,PRD0009,WH06,40,101,68
20250428,PRD0009,WH06,42,101,68
20250505,PRD0009,WH06,49,101,68
20250512,PRD0009,WH06,44,101,68
20250519,PRD0009,WH06,43,101,68
20250526,PRD0009,WH06,33,101,68
20250602,PRD0009,WH06,31,101,68
20250609,PRD0009,WH06,33,101,68
20250616,PRD0009,WH06,37,101,68
20250623,PRD0009,WH06,29,101,68
20250630,PRD0009,WH06,34,101,68
20250707,PRD0009,WH06,31,101,68
20250714,PRD0009,WH06,26,101,68
20250721,PRD0009,WH06,26,101,68
20250728,PRD0009,WH06,33,101,68
20250804,PRD0009,WH06,34,101,68
20250811,PRD0009,WH06,41,101,68
20250818,PRD0009,WH06,47,101,68
20250825,PRD0009,WH06,45,101,68
20250901,PRD0009,WH06,47,101,68
20250908,PRD0009,WH06,48,101,68
20250915,PRD0009,WH06,44,101,68
20250922,PRD0009,WH06,44,101,68
20250929,PRD0009,WH06,47,101,68
20251006,PRD0009,WH06,45,101,68
20251013,PRD0009,WH06,41,101,68
20251020,PRD0009,WH06,45,101,68
20251027,PRD0009,WH06,52,101,68
20251103,PRD0009,WH06,36,101,68
20251110,PRD0009,WH06,13,101,68
20251117,PRD0009,WH06,0,101,68
20251124,PRD0009,WH06,0,101,68
20251201,PRD0009,WH06,0,101,68
20251208,PRD0009,WH06,0,101,68
20251215,PRD0009,WH06,0,101,68
20251222,PRD0009,WH06,0,101,68
20251229,PRD0009,WH06,0,101,68
20240101,PRD0009,WH05,223,91,41
20240108,PRD0009,WH05,185,91,41
20240115,PRD0009,WH05,140,91,41
20240122,PRD0009,WH05,101,91,41
20240129,PRD0009,WH05,60,91,41
20240205,PRD0009,WH05,64,91,41
20240212,PRD0009,WH05,65,91,41
20240219,PRD0009,WH05,57,91,41
20240226,PRD0009,WH05,55,91,41
20240304,PRD0009,WH05,58,91,41
20240311,PRD0009,WH05,63,91,41
20240318,PRD0009,WH05,56,91,41
20240325,PRD0009,WH05,49,91,41
20240401,PRD0009,WH05,63,91,41
20240408,PRD0009,WH05,67,91,41
20240415,PRD0009,WH05,77,91,41
20240422,PRD0009,WH05,85,91,41
20240429,PRD0009,WH05,72,91,41
20240506,PRD0009,WH05,73,91,41
20240513,PRD0009,WH05,65,91,41
20240520,PRD0009,WH05,77,91,41
20240527,PRD0009,WH05,88,91,41
20240603,PRD0009,WH05,96,91,41
20240610,PRD0009,WH05,62,91,41
20240617,PRD0009,WH05,66,91,41
20240624,PRD0009,WH05,68,91,41
20240701,PRD0009,WH05,84,91,41
20240708,PRD0009,WH05,75,91,41
20240715,PRD0009,WH05,81,91,41
20240722,PRD0009,WH05,70,91,41
20240729,PRD0009,WH05,59,91,41
20240805,PRD0009,WH05,45,91,41
20240812,PRD0009,WH05,45,91,41
20240819,PRD0009,WH05,46,91,41
20240826,PRD0009,WH05,50,91,41
20240902,PRD0009,WH05,43,91,41
20240909,PRD0009,WH05,47,91,41
20240916,PRD0009,WH05,67,91,41
20240923,PRD0009,WH05,64,91,41
20240930,PRD0009,WH05,67,91,41
20241007,PRD0009,WH05,66,91,41
20241014,PRD0009,WH05,78,91,41
20241021,PRD0009,WH05,70,91,41
20241028,PRD0009,WH05,66,91,41
20241104,PRD0009,WH05,56,91,41
20241111,PRD0009,WH05,48,91,41
20241118,PRD0009,WH05,22,91,41
20241125,PRD0009,WH05,19,91,41
20241202,PRD0009,WH05,20,91,41
20241209,PRD0009,WH05,0,91,41
20241216,PRD0009,WH05,0,91,41
20241223,PRD0009,WH05,0,91,41
20241230,PRD0009,WH05,0,91,41
20250106,PRD0009,WH05,14,91,41
20250113,PRD0009,WH05,16,91,41
20250120,PRD0009,WH05,11,91,41
20250127,PRD0009,WH05,0,91,41
20250203,PRD0009,WH05,0,91,41
20250210,PRD0009,WH05,0,91,41
20250217,PRD0009,WH05,0,91,41
20250224,PRD0009,WH05,0,91,41
20250303,PRD0009,WH05,10,91,41
20250310,PRD0009,WH05,13,91,41
20250317,PRD0009,WH05,14,91,41
20250324,PRD0009,WH05,9,91,41
20250331,PRD0009,WH05,7,91,41
20250407,PRD0009,WH05,15,91,41
20250414,PRD0009,WH05,24,91,41
20250421,PRD0009,WH05,17,91,41
20250428,PRD0009,WH05,23,91,41
20250505,PRD0009,WH05,22,91,41
20250512,PRD0009,WH05,15,91,41
20250519,PRD0009,WH05,25,91,41
20250526,PRD0009,WH05,27,91,41
20250602,PRD0009,WH05,31,91,41
20250609,PRD0009,WH05,37,91,41
20250616,PRD0009,WH05,20,91,41
20250623,PRD0009,WH05,18,91,41
20250630,PRD0009,WH05,20,91,41
20250707,PRD0009,WH05,12,91,41
20250714,PRD0009,WH05,17,91,41
20250721,PRD0009,WH05,11,91,41
20250728,PRD0009,WH05,4,91,41
20250804,PRD0009,WH05,8,91,41
20250811,PRD0009,WH05,8,91,41
20250818,PRD0009,WH05,14,91,41
20250825,PRD0009,WH05,0,91,41
20250901,PRD0009,WH05,0,91,41
20250908,PRD0009,WH05,4,91,41
20250915,PRD0009,WH05,16,91,41
20250922,PRD0009,WH05,33,91,41
20250929,PRD0009,WH05,22,91,41
20251006,PRD0009,WH05,38,91,41
20251013,PRD0009,WH05,43,91,41
20251020,PRD0009,WH05,26,91,41
20251027,PRD0009,WH05,26,91,41
20251103,PRD0009,WH05,7,91,41
20251110,PRD0009,WH05,0,91,41
20251117,PRD0009,WH05,0,91,41
20251124,PRD0009,WH05,0,91,41
20251201,PRD0009,WH05,0,91,41
20251208,PRD0009,WH05,0,91,41
20251215,PRD0009,WH05,0,91,41
20251222,PRD0009,WH05,0,91,41
20251229,PRD0009,WH05,0,91,41
20240101,PRD0009,WH01,232,85,63
20240108,PRD0009,WH01,197,85,63
20240115,PRD0009,WH01,159,85,63
20240122,PRD0009,WH01,119,85,63
20240129,PRD0009,WH01,77,85,63
20240205,PRD0009,WH01,80,85,63
20240212,PRD0009,WH01,91,85,63
20240219,PRD0009,WH01,56,85,63
20240226,PRD0009,WH01,57,85,63
20240304,PRD0009,WH01,61,85,63
20240311,PRD0009,WH01,63,85,63
20240318,PRD0009,WH01,55,85,63
20240325,PRD0009,WH01,41,85,63
20240401,PRD0009,WH01,29,85,63
20240408,PRD0009,WH01,28,85,63
20240415,PRD0009,WH01,21,85,63
20240422,PRD0009,WH01,32,85,63
20240429,PRD0009,WH01,39,85,63
20240506,PRD0009,WH01,44,85,63
20240513,PRD0009,WH01,41,85,63
20240520,PRD0009,WH01,34,85,63
20240527,PRD0009,WH01,42,85,63
20240603,PRD0009,WH01,50,85,63
20240610,PRD0009,WH01,43,85,63
20240617,PRD0009,WH01,46,85,63
20240624,PRD0009,WH01,50,85,63
20240701,PRD0009,WH01,62,85,63
20240708,PRD0009,WH01,60,85,63
20240715,PRD0009,WH01,65,85,63
20240722,PRD0009,WH01,44,85,63
20240729,PRD0009,WH01,39,85,63
20240805,PRD0009,WH01,26,85,63
20240812,PRD0009,WH01,28,85,63
20240819,PRD0009,WH01,40,85,63
20240826,PRD0009,WH01,47,85,63
20240902,PRD0009,WH01,54,85,63
20240909,PRD0009,WH01,48,85,63
20240916,PRD0009,WH01,39,85,63
20240923,PRD0009,WH01,44,85,63
20240930,PRD0009,WH01,52,85,63
20241007,PRD0009,WH01,52,85,63
20241014,PRD0009,WH01,29,85,63
20241021,PRD0009,WH01,30,85,63
20241028,PRD0009,WH01,49,85,63
20241104,PRD0009,WH01,38,85,63
20241111,PRD0009,WH01,13,85,63
20241118,PRD0009,WH01,3,85,63
20241125,PRD0009,WH01,0,85,63
20241202,PRD0009,WH01,0,85,63
20241209,PRD0009,WH01,0,85,63
20241216,PRD0009,WH01,0,85,63
20241223,PRD0009,WH01,0,85,63
20241230,PRD0009,WH01,0,85,63
20250106,PRD0009,WH01,4,85,63
20250113,PRD0009,WH01,3,85,63
20250120,PRD0009,WH01,16,85,63
20250127,PRD0009,WH01,7,85,63
20250203,PRD0009,WH01,19,85,63
20250210,PRD0009,WH01,12,85,63
20250217,PRD0009,WH01,18,85,63
20250224,PRD0009,WH01,28,85,63
20250303,PRD0009,WH01,38,85,63
20250310,PRD0009,WH01,41,85,63
20250317,PRD0009,WH01,35,85,63
20250324,PRD0009,WH01,28,85,63
20250331,PRD0009,WH01,23,85,63
20250407,PRD0009,WH01,40,85,63
20250414,PRD0009,WH01,50,85,63
20250421,PRD0009,WH01,35,85,63
20250428,PRD0009,WH01,56,85,63
20250505,PRD0009,WH01,48,85,63
20250512,PRD0009,WH01,42,85,63
20250519,PRD0009,WH01,38,85,63
20250526,PRD0009,WH01,58,85,63
20250602,PRD0009,WH01,52,85,63
20250609,PRD0009,WH01,59,85,63
20250616,PRD0009,WH01,53,85,63
20250623,PRD0009,WH01,45,85,63
20250630,PRD0009,WH01,40,85,63
20250707,PRD0009,WH01,28,85,63
20250714,PRD0009,WH01,32,85,63
20250721,PRD0009,WH01,22,85,63
20250728,PRD0009,WH01,28,85,63
20250804,PRD0009,WH01,36,85,63
20250811,PRD0009,WH01,33,85,63
20250818,PRD0009,WH01,28,85,63
20250825,PRD0009,WH01,21,85,63
20250901,PRD0009,WH01,13,85,63
20250908,PRD0009,WH01,17,85,63
20250915,PRD0009,WH01,23,85,63
20250922,PRD0009,WH01,14,85,63
20250929,PRD0009,WH01,18,85,63
20251006,PRD0009,WH01,20,85,63
20251013,PRD0009,WH01,23,85,63
20251020,PRD0009,WH01,12,85,63
20251027,PRD0009,WH01,14,85,63
20251103,PRD0009,WH01,0,85,63
20251110,PRD0009,WH01,0,85,63
20251117,PRD0009,WH01,0,85,63
20251124,PRD0009,WH01,0,85,63
20251201,PRD0009,WH01,0,85,63
20251208,PRD0009,WH01,0,85,63
20251215,PRD0009,WH01,0,85,63
20251222,PRD0009,WH01,0,85,63
20251229,PRD0009,WH01,0,85,63
20240101,PRD0010,WH01,236,107,73
20240108,PRD0010,WH01,178,107,73
20240115,PRD0010,WH01,116,107,73
20240122,PRD0010,WH01,66,107,73
20240129,PRD0010,WH01,61,107,73
20240205,PRD0010,WH01,46,107,73
20240212,PRD0010,WH01,38,107,73
20240219,PRD0010,WH01,42,107,73
20240226,PRD0010,WH01,41,107,73
20240304,PRD0010,WH01,63,107,73
20240311,PRD0010,WH01,52,107,73
20240318,PRD0010,WH01,58,107,73
20240325,PRD0010,WH01,60,107,73
20240401,PRD0010,WH01,67,107,73
20240408,PRD0010,WH01,68,107,73
20240415,PRD0010,WH01,74,107,73
20240422,PRD0010,WH01,88,107,73
20240429,PRD0010,WH01,82,107,73
20240506,PRD0010,WH01,64,107,73
20240513,PRD0010,WH01,50,107,73
20240520,PRD0010,WH01,56,107,73
20240527,PRD0010,WH01,74,107,73
20240603,PRD0010,WH01,66,107,73
20240610,PRD0010,WH01,63,107,73
20240617,PRD0010,WH01,68,107,73
20240624,PRD0010,WH01,61,107,73
20240701,PRD0010,WH01,62,107,73
20240708,PRD0010,WH01,55,107,73
20240715,PRD0010,WH01,39,107,73
20240722,PRD0010,WH01,30,107,73
20240729,PRD0010,WH01,49,107,73
20240805,PRD0010,WH01,48,107,73
20240812,PRD0010,WH01,54,107,73
20240819,PRD0010,WH01,62,107,73
20240826,PRD0010,WH01,65,107,73
20240902,PRD0010,WH01,82,107,73
20240909,PRD0010,WH01,65,107,73
